,query,data
155,some-how-i-cant-connect-to-developer-nvidia-com,"I can’t connect to the developer.nvidia.com website somehow
it keeps saying connection error and my wifi is good/fine, I tried to connect with my phone doesn’t work, I try to connect with my friend’s phone even my mom’s phone still doesn’t workHello,There may have been a short outage, as there are no other reports of this that I can find. I have also tested this from three different systems. Let us know if you are still having issues.TomPowered by Discourse, best viewed with JavaScript enabled"
156,limit-of-gpu-resourse,"For the first section of the fundamentals of deep learning it says that I have launched the GPU more than expected. How can I access the first lab and finish what I have started.Sorry, this is something that will require one of the DLI members to sort out.
Let me reach out to them for help.We’ve adjusted this course to use a lab time limit rather than a launch counter, and you should be good to go.Powered by Discourse, best viewed with JavaScript enabled"
157,email-cannot-be-changed,"What should I do to change my email address, because I have just logged out another email address and found that I originally had an account, and I want to change the current email address in my original account. But now there is a problem, it says my email is changing too frequently, how can I fix the problem?Hi @Elephantrobotics,Are you asking to change your old account to the email that you just logged out from? Not sure this is possible without deleting one account.
There may be a restriction period when changing addresses. When was the last change made?Thanks,
TomHi,
I want to replace the old mailbox with a new one, but the new mailbox was registered before and it was only logged out one hour before posting.The account of the email I want to change has been deleted. When I found that I could change the email, I went to the old account to change the email. It prompted me that the change was too frequent and the change could not be successful.How long will the restriction period take?Thanks,
Elephant RoboticsCan you send me the information of the account you wish to change in a private message? I can then have someone look into your account.Hello Tom, how should I contact you, I can’t find the entrance to private message youClick on the avatar and you will see the message button.
This doesn’t  work, I don’t see the message button.
Please try now.Okay, I sent you a message.Powered by Discourse, best viewed with JavaScript enabled"
158,unexpected-redirection-to-forum-hompage,"I am using Firefox on MacOS 10.14.3, however I believe this is OS and browser agnostic. During forum browsing, I link on a link to another thread inside the forum. The thread is shown briefly and I get redirected to forum homepage. If I copy and paste the link onto the address bar, redirection doesn’t happen. I experience this for several weeks now and it is quite inconvenient.Hi vle,Thanks for reaching out. I hear your frustration, this is a known issue and will be addressed in the next platform update.https://devtalk.nvidia.com/default/topic/1062249/forum-feedback/page-loading-issue-/Thanks for being a member of the Nvidia Developer Community.TomI can confirm it is also the case under Firefox on Linux and Google Chrome on Windows. And I can also confirm that it’s quite annoying (:Yes, this issue happens on all OS and browser versions. I totally agree, it is very annoying.
This will be addressed in Q1 2020.Best,
TomGreat, I too am desperate for this. It is really annoying!!!Powered by Discourse, best viewed with JavaScript enabled"
159,the-gpu-process-takes-the-gpu-but-there-is-not-memory-usage-and-the-process-hangs,"A python process scheduled on the GPU. That process seems to have allocated memory while the GPU utilization remains at 0%. The process hangs.I just tried running this on dtadipa@lpdospml50107 and it has not progressed in the past twenty minutes:$ python gpu_test.pySpecifying GPU2018-10-23 14:06:40.081780: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:898] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2018-10-23 14:06:40.082365: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 0 with properties:
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:00:06.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-10-23 14:06:40.082408: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1435] Adding visible gpu devices: 0
2018-10-23 14:06:40.777651: I tensorflow/core/common_runtime/gpu/gpu_device.cc:923] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-10-23 14:06:40.777719: I tensorflow/core/common_runtime/gpu/gpu_device.cc:929]      0
2018-10-23 14:06:40.777742: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 0:   N
2018-10-23 14:06:40.778181: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15135 MB memory) → physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:00:06.0, compute capability: 6.0)
Device mapping:
/job:localhost/replica:0/task:0/device:GPU:0 → device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:00:06.0, compute capability: 6.0
2018-10-23 14:06:40.790282: I tensorflow/core/common_runtime/direct_session.cc:284] Device mapping:
/job:localhost/replica:0/task:0/device:GPU:0 → device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:00:06.0, compute capability: 6.0b/RandomStandardNormal: (RandomStandardNormal): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.791956: I tensorflow/core/common_runtime/placer.cc:886] b/RandomStandardNormal: (RandomStandardNormal)/job:localhost/replica:0/task:0/device:GPU:0
b/mul: (Mul): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.791988: I tensorflow/core/common_runtime/placer.cc:886] b/mul: (Mul)/job:localhost/replica:0/task:0/device:GPU:0
b: (Add): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792008: I tensorflow/core/common_runtime/placer.cc:886] b: (Add)/job:localhost/replica:0/task:0/device:GPU:0
a/RandomStandardNormal: (RandomStandardNormal): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792028: I tensorflow/core/common_runtime/placer.cc:886] a/RandomStandardNormal: (RandomStandardNormal)/job:localhost/replica:0/task:0/device:GPU:0
a/mul: (Mul): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792047: I tensorflow/core/common_runtime/placer.cc:886] a/mul: (Mul)/job:localhost/replica:0/task:0/device:GPU:0
a: (Add): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792065: I tensorflow/core/common_runtime/placer.cc:886] a: (Add)/job:localhost/replica:0/task:0/device:GPU:0
c: (MatMul): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792084: I tensorflow/core/common_runtime/placer.cc:886] c: (MatMul)/job:localhost/replica:0/task:0/device:GPU:0
b/stddev: (Const): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792104: I tensorflow/core/common_runtime/placer.cc:886] b/stddev: (Const)/job:localhost/replica:0/task:0/device:GPU:0
b/mean: (Const): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792122: I tensorflow/core/common_runtime/placer.cc:886] b/mean: (Const)/job:localhost/replica:0/task:0/device:GPU:0
b/shape: (Const): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792141: I tensorflow/core/common_runtime/placer.cc:886] b/shape: (Const)/job:localhost/replica:0/task:0/device:GPU:0
a/stddev: (Const): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792160: I tensorflow/core/common_runtime/placer.cc:886] a/stddev: (Const)/job:localhost/replica:0/task:0/device:GPU:0
a/mean: (Const): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792179: I tensorflow/core/common_runtime/placer.cc:886] a/mean: (Const)/job:localhost/replica:0/task:0/device:GPU:0
a/shape: (Const): /job:localhost/replica:0/task:0/device:GPU:0
2018-10-23 14:06:40.792197: I tensorflow/core/common_runtime/placer.cc:886] a/shape: (Const)/job:localhost/replica:0/task:0/device:GPU:0Tue Oct 23 14:29:13 2018
±----------------------------------------------------------------------------+
| NVIDIA-SMI 396.37                 Driver Version: 396.37                    |
|-------------------------------±---------------------±---------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla P100-PCIE…  Off  | 00000000:00:06.0 Off |                    0 |
| N/A   43C    P0    34W / 250W |    353MiB / 16280MiB |      0%      Default |
±------------------------------±---------------------±---------------------+±----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|    0     11077      C   python                                       343MiB |
±----------------------------------------------------------------------------+Hello,This is the community feedback forum. Please provide more information about your system and issue so that I can place it into the proper forum.Thanks,
TomPowered by Discourse, best viewed with JavaScript enabled"
160,luminance-calculations-using-iray-for-3ds-max,"Hi,
Avid user of Iray for 3ds max as a tool for lighting design at work and in school.
Why is there not an option to produce false color images with luminance calculations?
It’s possible to get illuminance calculations. Seems like Luminance calculations should be possible but there is no option for it.
Is this being developed?
thanksThis particular forum is just for feedback on the forum itself. You will probably want to ask your question in this location instead (general discussion of video technologies in rendering):
[url]https://devtalk.nvidia.com/default/board/243/general-discussion/[/url]It is unlikely this will be seen by the right people in this forum.Powered by Discourse, best viewed with JavaScript enabled"
161,rtx-3080-random-drop-core-ram-clock,"Good day everyone. I faced an awful problem with my 3080… In random time (when I play heavy games like Doom Eternal \ X4: Rebirth \ Warthunder, or absolutely light games like Rimworld \ Age of Empires 2 \ UFO: Terror from the deep, Even when i work with game engines like unity or unreal engine) - my videodriver crashes with error code 4101 and after that GPU can’t return core and ram clock to default value until reboot. My retailer said, that i need to wait 30 f*****g days, until they can check is my case is under warranty, or not. I tried to underclock core and ram to -114 mhz, but it doesn’t helps. Maybe someon in this forum can help me ? or i need to return my gpu to retailer ? Thank you in advance and sorry for my bad english -_-
P.S. I uses only latest firmware and drivers. My PSU is Seasonic X-1050 (SS-1050XM Active PFC) 1050W

dd27dfb7750625ad7c9d2a39afc898771587×563 109 KB
  (clock after crash)
268e68641edf17323d838a5eff4b3ca3|690x236 (voltage and core\ram usage)
DxDiag.txt (135.3 KB)  (dxdiag)
Crash Report.zip (61.3 KB) (some old crash reports)Hi @mrdarthagnan,Welcome to the NVIDIA Developer forums. I suggest posting this in the GeForce forums for help. This forum is for reporting community issues and feedback for the developer forums.Best regards,
TomThanks, Tom…Powered by Discourse, best viewed with JavaScript enabled"
162,nvidia-driver-not-yet-supported-for-linux-kernel-5-9,"Due to an incompatibility issue, we advise customers to defer updating to Linux Kernel 5.9+ until mid-November when an NVIDIA Linux GPU driver update with Kernel 5.9+ support is expected to be available.Linux Kernel 5.9+ is incompatible with current and previous NVIDIA Linux GPU drivers. We advise customers to defer updating to Linux Kernel 5.9+ until mid-November when an NVIDIA Linux GPU driver update with Kernel 5.9+ support is expected to be available. NVIDIA is aware of the impact this will have on customers, and we are working diligently to provide the driver update with Kernel 5.9+ support as soon as possible.Customers must use our upcoming driver update on Kernel 5.9+ to have a fully functioning driver.Powered by Discourse, best viewed with JavaScript enabled"
163,final-assessment-getting-started-with-deep-learning,"How many times can we take the final assessment in getting started with deep learning?You can keep running the assessment until you pass.Powered by Discourse, best viewed with JavaScript enabled"
164,nvidia-contests-winners-update,"Good morning,I wish you good health, happiness and success in the New Year.I am writing to you today because I was wondering if you could help me to find the official NVIDIA source about two company’s challenges results.As a PhD student I am a participant of NVIDIA Developer Program and I was joined to the GPU for EDU Sweepstakes challange at 4th Dec 2020. That competition was finished a few days later but the results have not been announced [1].Another competition which I took a part was about the Kaggle and ZBook Studio [2] [3]. In this case I also was not able to catch the news about winners.Furthermore, I checked both “winners” sites but was not able to find them as well.I saw on Twitter that other participants also are asking the NVIDIA AI / NVIDIA GeForce about the status, so I decided to contact with you to make things grow. Thank you for understanding and sharing the update.Kind regards,
PiotrHi @p.tynecki ,Welcome to the NVIDIA Developer Forums. The results have not been published because some of the winners have not claimed their prizes. Once all winners have come forward, the results will be announced.Best regards,
TomPowered by Discourse, best viewed with JavaScript enabled"
165,yolo-objectdetector-with-csi-camera,"Hello,Can I use the Yolo detector via CSI camera ?Thank you very much !which code files should I change ?Thank you very much ! Once againHello,This forum is for community feedback. Please post your question in the appropriate forum.Thanks,
TomPowered by Discourse, best viewed with JavaScript enabled"
166,need-some-more-lab-time-to-complete-getting-started-with-deep-learning,"Dear Nvidia community,
I enrolled for “Getting started with Deep Learning”. This is my first course on this platform. I was not sure that lab time was limited. I gone through all videos and completed the assignments upto the last lecture. However, I ran out of lab time to complete to take the assesment. I really want to know what I have learnt. Is there a way for me to earn some extra lab time and complete this course?Sincerely,
Hemanth T NHello,Welcome to the NVIDIA Developer forums! I have forwarded your request to the DLI team for review.Thanks for your patience,
TomHello,I’ve added some additional lab time for this course to your account, so you should be able to access the material again.Taylor, DLI PlatformDear Nvidia community,I recently enrolled in the “Getting started with Deep Learning” course, which is my first on this platform. Unfortunately, I wasn’t aware of the limited lab time and was unable to complete the assessment, meaning that I cannot apply for the certificate. I would appreciate any guidance or suggestions on how to regain access to the course and obtain the certificate.Name : Amar Raj GhimireHi @amarghimire1993,I have extended your time for the “Getting started with Deep Learning” course.
Let me know if you have any issues accessing the course.I am also having this issue, could you please add more lab time to my account.Hello @landonbjackson,Sorry for the delay in responding, I was OOO. Please tell me the course name, and I can add some time to your account.Thanks,
TomThis topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
167,wish-for-a-list-of-my-own-posts,"If this exits, please tell me how to do it.
If it doesn’t exist, here a proposal:I would like to have a way to search for my own postsI would use this feature frequently, a) to check previous answers, b) to find new answers.Thanks, ChrisHi Chris,Unfortunately, you cannot search for your own posts. This is a limitation of the current platform.
You can go to your profile page to see the most recent posts, but that is limited to 5 threads.
We are working to improve the community in 2019 and having a feature like this is highly likely.Thanks for your feedback and suggestion.Best,
TomHello there,
I was also having the same query. Apart from this, the entire community is just amazing. I hope more growth and development in the days ahead.Cheers.!Hi zahid123,Thanks for the compliment and for being part of the community!Cheers,
TomHi there.!!Zainab Abbas, a new member of this group. After browsing a while, I decided to join this community. I have deep seated crave for learning and improving myself. I hope I am at the fine place. Regarding the point here, I also think there should be a search option. Nevertheless, I am delighted to read many useful posts here. I am happyCheers.!!Powered by Discourse, best viewed with JavaScript enabled"
168,nvidia-nvs-3100m-code-10-on-win-7-64bit,"Intel HD 4600 works fine, but mentioned NVIDIA NVS 3100M cant start (code 10). Any suggestions?Hello,You will need access the system BIOS. Please see this article for more info: [url]https://www.nvidia.com/object/IO_13957.html[/url]In the future please post in the appropriate forum as this one is for community feedback.
[url]https://devtalk.nvidia.com/default/topic/1042390/site-map/devtalk-site-map/[/url]Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
169,cant-change-username-to-non-existing-profile,"Hi!I would like to change my username to Coool, but can’t because username already used. But profile page don’t exist for Coool - https://forums.developer.nvidia.com/u/Coool. Is it possible to get it?Thanks.Hi C0ool,Unfortunately, no. It seems to be in use already.As I have no idea why, I would presume that either they have a central database of profiles and this username is taken no on the forum but in another service. Another guess was that the account has been deleted and this is to prevent inheriting someone else’s login.   The latter is true in some social media, eg reddit, where username is pretty prominent.Powered by Discourse, best viewed with JavaScript enabled"
170,fixed-moving-this-subforum-deep-down,"People keep creating topics here which don’t belong to this subforum because it’s at the top.To make them actually post in appropriate subforums I suggest that we move this subforum deep down, probably to the bottom of the list. It makes perfect sense and usually how it’s done in other places.Thank you!Hi Artem,Thanks for your suggestion. I am in the process of making some site modifications. This is one of the items to be addressed.
Stay tuned for updates.Best regards,
TomHi Artem,You might have noticed that the Community Information section now sits at the bottom of the board.Thanks for the suggestion.Best,
TomWeird, I cannot mark your reply as an answer in this topic.Try now.Powered by Discourse, best viewed with JavaScript enabled"
