,query,data
454,nucleus-server-is-not-working-at-localhost-ubuntu,"After installation both cache and nucleus server from omniverse launcher (following the current instruction), I am facing the issue that I can’t reach localhost. In the launcher I see:
Screenshot from 2023-07-27 16-03-571118×546 44.9 KBWhen I try to open settings through the hamburger menu, I can’t open the page in the browser and settings are unreachable:
Screenshot from 2023-07-27 16-03-401522×418 61.7 KBDuring the installation the firewall and VPN were inactive. The system is Ubuntu 20.04 and I installed the newest versions of each software.Interestingly enough, when I open Isaac Sim and log into the Nucleus Server in my organization, then everything is working as intended, but localhost still remain unreachable.After the installation I used Cleanup Tool and install it again, but didn’t help.Can you please validate all the services, especially auth and discovery, are running on your localhost?
You get to this from the hamburger menu->settings.As I wrote.
If I try to open settings (from hamburger menu) I receive the message:
Screenshot from 2023-07-27 16-03-401522×418 61.7 KBWhich means that I cannot open the settings using hamburger menu.Is there any other way to validate this?just curious, do you get the same message using Chrome or Edge?Yes.The same for all browsers:
Screenshot from 2023-07-28 09-57-56777×449 16.8 KB
Screenshot from 2023-07-28 10-00-541087×847 38.2 KBdo you happen to have a print out of the terminal/console/log?Launching an omniverse launcher from the terminal results in no logs, however I have something in ~/.nvidia-omniverse/logs. The content of this folder is in the attachment:
logs.zip (289.4 KB)just an observation - I am seeing a “Failed to load GDPR” error that results in a Http error 403 but not sure if it’s relatedand if it’s the case, I found this post from two years ago that may be relevant - Omniverse Launcher cannot be launched - #4 by rvinobhaIf you’re hitting this error, it’s likely your port is blocked somehow.
You’ll need to try and open the ports Nucleus needs.
It’s also possible Nucleus didn’t install correctly.
You can try uninstalling, then reinstalling and rebooting to see if that works as well.It turns out that antivirus blocked it.Powered by Discourse, best viewed with JavaScript enabled"
455,error-when-setting-up-blendshape-solver,"Hi there. I have completed the skin mesh fitting and transferred the face animations from mark to my face mesh successfully. i then used ‘blendshape generation’ and exported it to create a _usdSkel.usd file. I then imported this file into my project. I then Asigned the input anim mesh(the mesh which i transferred onto)  and the Blenshape mesh(the one i just imported). But when i click ‘setup blendShape solve’ I get this error: 2023-07-18 15:44:38  [Warning] [omni.deform.shared.scripts.utils] Could not find the output point attribute on Node(“/World/LazyGraph/chomper_low_001mesh_020__Audio2Face_EX_result_Visualizer”).
Any help would be very much appreciated. Thanks.I just tried following this tutorial. So I was using the two versions of mark which were included with the software, one with the animation and one with the blend shapes and when i tried to set up the blendShape solver i got this message:2023-07-19 15:43:45  [Warning] [omni.usd] Warning (secondary thread): in ProcessPropertyChange at line 519 of C:\b\w\ca6c508eae419cf8\USD\pxr\usdImaging\usdSkelImaging\skeletonAdapter.cpp – Unhandled ProcessPropertyChange callback for cachePath </World/male_bs_46/joint1/bs_anim> in UsdSkelImagingSkelAdapter.But the animation is transferred. When I do the same using my own models I get the same error but the animation is not transferred. Anyone have any idea why this could be? Thanks.Ive just tried the same process using the Mark model instead of my own. I imported it into blender and deleted all the shapekeys and then exported the USD(after setting up the face as a dynamic object). I then openeed the generated project om audio2face and did a character transfer from the version of mark with an animation. I then exported the blendshapes from the new model. I then imported this new model with the newly added blenshapes back into audio2face. i then did the blenshape conversion and it worked. So for some reason I can get it to work when using the mark model but not my own. One thing I have noticed is that when I import my model(the one with blenshapes) into the scene, its really small and I have to scale it up. The mark model was exactly the same so i just had to move it to the side. I cant figure out why its doing this but Im sure it must have something to do with why I cant sucessfully copy the animation over to the blendShape model…Any helo would be massively appreciated as I feel like i am so close and this workflow would be fantastic for the game im working on but need to get the animations working on a model with blenshapes.Ok so I finally got it working. I’m not sure exacly what it was but i think it had something to do with the models transforms. I positioned my own models head so that it matched the position of marks and then reset the transforms so that the position was at zero(it was quite heavily offset in the z place). I then went through the whole process again and this time the model with the blendshapes when imported was not tiny, so didnt need resizing. And yes, finally its now working. Hopefully this conversation with myself might come in useful for anyone expereiencing the same problem.It sounds like the scale of your model is a little too different from Audio2Face’s template models.
What you did is a good solution.
You can also change BlendShapeSolver parameters to achieve the same thing.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
456,quats-to-rot-matrices-not-found,"Hi, I’m trying to add a camera to simulation (taken from here except for the orientation calculation which gives the same error)But I get the following errors:File “/home/ahallak/.local/share/ov/pkg/isaac_sim-2022.2.1/exts/omni.isaac.sensor/omni/isaac/sensor/scripts/camera.py”, line 130, in init
self.set_world_pose(position=position, orientation=orientation)
File “/home/ahallak/.local/share/ov/pkg/isaac_sim-2022.2.1/exts/omni.isaac.sensor/omni/isaac/sensor/scripts/camera.py”, line 349, in set_world_pose
world_i_cam_i_R = self._backend_utils.quats_to_rot_matrices(orientation)
AttributeError: module ‘omni.isaac.core.utils.torch’ has no attribute ‘quats_to_rot_matrices’
Any ideas?Hi @ahallak  - Does this forum question helpful to you? Orientation of Camera - #2 by xuning.yangNo, but I managed to get it to work eventually.
It was because I’m using pytorch backend, but for some reason two functions were not implemented in the pytorch utils so I had to add them manually: quats_to_rot_matrices &  rot_matrices_to_quats.
I copied the two functions from ov/pkg/isaac_sim-2022.2.1/exts/omni.isaac.core/omni/isaac/core/utils/numpy/rotations.py to ov/pkg/isaac_sim-2022.2.1/exts/omni.isaac.core/omni/isaac/core/utils/torch/rotations.py,  and casted the input to numpy and the output to tensor so it wont crash.Powered by Discourse, best viewed with JavaScript enabled"
457,offline-pose-generation-generate-masks,"Hi,I have a question regarding offline pose generation. I have a specific requirement for my model where I need masks of objects in each frame. Currently, I have generated visibility masks, which are binary images representing the visible parts of each object. However, I also need the complete masks of objects, including the parts that are not visible. I was able to retrieve the visibility masks using the semantic segmentation annotator. Can anyone provide advice or suggestions on how to solve this problem?Hi there,would this be similar to these questions?If so, would this be a working solution for your case until the actual annotator is implemented? Isaac Sim 2022.1.1 Replicator Composer Missing Amodal & Occluded Instance Segmentation Sensor - #5 by ahaiduPowered by Discourse, best viewed with JavaScript enabled"
458,cannot-open-usd-files,"I want to open usd file that I saved last time, but failed.   sometimes is shows error log in the terminal.then the app is stoped.and sometimes it shows ""isaac sim "" is not responding in the GUI like picture below.
maybe there was a error when I launched the isaac sim APP,but I don’t known how to solve the problem.Hi @782365867 - Can you update the drivers as mentioned in the document for linux OS and see if that resolves the issue?
https://docs.omniverse.nvidia.com/app_isaacsim/app_isaacsim/requirements.htmlbreakpadmy drivers version is 530.41.03 ,and is newer than that mentioned in the document.
besides, the isaac sim(version 1.1) can open these usd files, but  isaac sim(version 2.1) cannot.Hi @782365867 - Can you update the driver mentioned in the document and let us know if the issue still persists?@rthaker Hi, I meet same problem with driver 530 and Ubuntu 20.04. The problem is solved when I downgrade driver to 525Hi @mlx12350  - Good to know. You should run the released version of Isaac Sim on the GPU driver mentioned in the docs. Currently the doc mentions “525.60.11” for Linux.Powered by Discourse, best viewed with JavaScript enabled"
459,adding-closed-links-to-robot-usd-produces-strange-outcome-in-spawning,"Hello,I’m working on developing a robot controller and have encountered an issue. I utilized my URDF file to import the robot and incorporated joints that create closed links using Isaac SIM. However, when I attempt to spawn it using Articulation and ArticulationView, it appears in an abnormal orientation, as shown in the video below:
Interestingly, this strange outcome doesn’t occur when I disable the added joints, as demonstrated in the following video:
I’m seeking a solution or workaround to address this problem. If anyone has any suggestions, I would greatly appreciate it.(FYI, it worked without problem in the USD scene from GUI.)
When you spawn the articulation view, and before you started the simulation, do you set the joint positions using set_joint_positions function?I once encountered the problem of robot flying away after spawn, I solved the problem by set joint positions (including the passive joints excluded from articulation). Since the passive joints are constrained by external forces, it will take some time to calculate the actual joint positions. If the initial positions of the passive joints are far from the proper ones, it will take too much time to converge to a normal value, and there might be something weird happening.I’ve already set default joint positions, but it did not work for my case.Hi @user15623  - The issue you’re encountering might be due to the initial pose of the robot not being set correctly when spawning it using Articulation and ArticulationView.When you spawn the robot, you can specify its initial pose (position and orientation) in the world frame. If this is not done, the robot might spawn with a default pose, which could be causing the abnormal orientation you’re seeing.Hi @user15623 - The issue you’re encountering might be due to the initial pose of the robot not being set correctly when spawning it using Articulation and ArticulationView.Hello, @rthaker. As I’ve already mentioned, the same configuration doesn’t generate any problem without closed links. It only makes problem when I add closed chain joints.Hi @user15623  - Adding closed links to a robot USD can indeed produce unexpected results. This is because the physics engine may interpret these closed links as a loop, which can lead to instability in the simulation.In the context of robot kinematics, a closed link or a loop is a sequence of joints and links that starts and ends at the same point. This can create ambiguity in the physics simulation because there are multiple paths between any two points in the loop.To avoid this issue, you should ensure that your robot’s kinematic structure is a tree, not a graph. This means that there should be a unique path between any two points in the structure. If your robot naturally has a closed-loop structure, you may need to introduce a “dummy” or “virtual” joint to break the loop for the purposes of the simulation.Powered by Discourse, best viewed with JavaScript enabled"
460,animation-graph-error,"I am trying to generate animation for people by using Animation Graph introduced by “Animation Graph Overview in Omniverse USD Composer”. I first loaded biped_demo.usd from omniverse://localhost/NVIDIA/Assets/AnimGraph/Characters/NVIDIA/. After that I created an animation graph and added it in biped_demo SkelRoot. However there was a warning “Animation graph ‘/World/AnimationGraph’ is not assigned a valid skeleton” when I ran the animation. Can anyone experienced this problem ?
image2508×1381 238 KB
image741×1349 115 KBI believe this means you need to set the ‘/World/biped_demo/Root’ as the skeleton in the AnimationGraph properties. Click on the AnimationGraph in the stage to select it, and in the properties window click ‘Add Target’ and select the SkelRoot in the Skeletal Binding section.Powered by Discourse, best viewed with JavaScript enabled"
461,dont-work-omniverse-launcher-unable-to-download-gdpr-agreements-and-eula,"Hi everyone. I from Ukraine and I need help. When I try to launch the Omniverse launcher, I get the following: Unable to download GDPR agreements and EULA.
How can i fix this?FIXED ITI had the same problem in India. Fixed it by changing time-zone of my computer from (GMT+5:30) to (GMT-12). Then RESTARTED my computer. Launched the Omniverse Launcher and it worked!Powered by Discourse, best viewed with JavaScript enabled"
462,issue-with-mapping-co-ordinates-for-created-lights-in-omniverse-extension,"Hi Team,
I have certain co-ordinate values in xformOP:transform attribute, from which I was trying to map xformOp:translate, xformOp:rotateXYZ, and xformOp:scale attributes after creating a light from the code. I copied the individual values from xformOp:transform and set them in the appropriate attributes (translate, rotateXYZ, and scale). As a result, I am now able to see the values in their properties(UI).However, despite successfully copying the values, I noticed that the placement of the created lights still remains at the default position (0, 0, 0), instead of at the translate co-ordinates which has been mapped. Please let me know the cause and resolution for the samePlease find attached below different code snippets that I tried to map the values1st Method:2nd Method:3rd Method:Powered by Discourse, best viewed with JavaScript enabled"
463,how-to-simulate-servo-motion-commands-of-real-robots,"Hi, I am planning to simulate the motion trajectory of  UR5 robot with isaac sim.  However,  I am wondering how to simulate the command servoj (a command that can be executed on real ur5 robot, see the figure below）？I hope to send commands to the robots in isaac sim and they can move like real robots, just like using UR sim.Hi @Robo_qq,We do not offer any custom simulation that directly mimics the interface and behavior of UR robots.We do have a generic trajectory generator that can be used for 6 and 7-dof robots: Lula Trajectory Generator — isaacsim 2022.2.1 documentationThis “Lula Trajectory Generator” can generate trajectories based on c-space (“joint”) or task space (“cartesian”) path specifications as documented in the above link.Behavior can be tuned by setting the velocity, acceleration and jerk limits for each joint. Velocity limits are set in URDF and acceleration/jerk are set in the robot description YAML file (Lula Robot Description Editor — isaacsim 2022.2.1 documentation).Hi,
thanks, Can I use moveit to connect to isaac sim to achieve this function?If you have an external controller model that provides desired joint positions, you can stream these to Isaac Sim.There is an updated tutorial for interfacing between MoveIt and Isaac Sim here: How To Command Simulated Isaac Robot — MoveIt Documentation: Rolling documentationPowered by Discourse, best viewed with JavaScript enabled"
464,waiting-for-a-request-that-has-taken-longer-than-0ms-to-complete,"Hi,I am running Kit headlessly in a container like this:As you can see, I am using two custom extensions. These are located on an external Nucleus instance. While the code seems to work, I am getting a lot of warnings:Any advice appreciated
BrunoHi Bruno,
I believe these to be related to connecting to the Nucleus Registry to pull and install the extensions, but it doesn’t seem to be taking too long or have any practical implications correct? It is basically trying to install the extension locally, similar way as it would if you would use the Extension Manager UI.A couple of questions:Once you have a more stable extension development, and if you are enabling all the time these extensions you can also add those by default to your container. But agreed, that having them in a Nucleus server registry is still helpful to install, push and pull updates though, and it should workThanks Teresa,it seems to happen only when running in a container, not if I run from a terminal or when running the UI.Best,
BrunoPowered by Discourse, best viewed with JavaScript enabled"
465,how-to-render-and-save-picture-with-create,"Nvidia made a really stunning ting with Omniverse. I have just started to learn it. My problem the documentation is very confusing, it is not linear, difficult to follow. But the real problem is I can’t find in it how to render a picture and how to save it. It’s getting to drive me crazy :) Does anyone know it? :)
Thanks.Hi @mypostafiok ,Easiest way is to use F10 to take a screenshot of the viewport but by default that saves the UI too, so turn it off under Edit → preference-> Capture Screenshot → check the checkbox and fill in the saving path.

image1048×701 50.9 KB
The other way you have to follow this documentation, which is using the movie capture tool where you could just render a frame or sequences.
https://docs.omniverse.nvidia.com/app_create/prod_extensions/ext_movie-capture.html
Rendering Basics — Omniverse Materials and Rendering documentationThank you. Yes that is the correct advise. Using the F10 key is the best way.Thank you very much.
Omniverse for Blender is brilliant. Since I have found it I deleted native Blender and I use only this version.Great. Glad you like itPowered by Discourse, best viewed with JavaScript enabled"
466,how-to-convert-the-point-cloud-to-a-right-handed-coordinate,"Hi,
I am publishing point cloud data from Isaac Sim using the depth_pcl type. When I display this point cloud in rviz2, the point cloud is generated with camera coordinate(z-axis forward) as below:

depth_pcl_issue1954×789 276 KB
Omnigraph is configured as follows:

depth_pcl_settings1520×470 63 KB
I can manually transform the point cloud data by fixing the SDGPipeline, but this isn’t very pleasant. Does anybody know how to deal with it?Hi there,currently manual post-process is needed to change the coordinate system. In future releases this can be provided as a built-in functionality.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
467,audio2face-without-rtx,"I would love to use Omniverse Audio2Face but I don’t have a RTX graphics card. Is there a way I can rent a VM or some computing power to be able to use the app through the cloud?Powered by Discourse, best viewed with JavaScript enabled"
468,adobe-substance-3d-painter-omniverse-connector-and-extension-updates,"
image1920×1080 154 KB
This topic contains information about all of the updates that we release for the Adobe Substance 3D Painter Connector + Extension.Here’s a video that gives an overview of how it works:101.1
We are pleased to announce the first version of the Substance 3D Painter Connector + Extension. The motivation behind this release is to provide creators with a way to interactively use Painter’s world leading 3D texturing and smart materials with USD meshes and MDL materials from Omniverse.  The Substance 3D Painter Connector works in tandem with the Create Painter Live Link extension to provide real time visualization of painted meshes in Omniverse Create. The Painter Connector enables these features:102.1 Point ReleaseThe emphasis for this release is on stability, bug fixes, and some light workflow improvement with the UI… we also love playing with the Create physics features while live-updating textures within a stage:FeaturesBug FixesChanges200.0 Release
substance3dPainter_Dragon1920×803 108 KB
We are excited to announce a new update to the Adobe Substance 3d Painter Connector & Extension!200.0
The emphasis for this release is a redesigned UI for an improved user experience.More details can be found in the link below.
Official Documentation 201.0 ReleaseNew releases for the Adobe Substance 3d Painter Connector & Extension are now available!AddedImprovedMore details can be found in the link below.
Official Documentation202.0 ReleaseNew releases for the Adobe Substance 3d Painter Connector & Extension are now available!FixedImprovedRemoved
connect_painter_plugin_panel (1)700×374 14 KB
More details can be found in the link below.
Official Documentation203.0 ReleaseUpdates for the Adobe Substance 3d Painter Connector & Extension are now available! The main feature of this release is that it leverages the new USD export feature available as of Substance Painter 8.3.0, which unlocks the ability to export textures using all built-in and user-defined texture sets.AddedImprovedRemovedMore details can be found in the link below.
Official DocumentationPowered by Discourse, best viewed with JavaScript enabled"
469,how-to-check-collision-of-objects-in-isaac-sim,"Hello!I defined a function in_collision() in the following code to detect when an object is in collision with other objects in isaac-sim.However, I am not quite sure how to implement the in_collision() function. Any guidance or examples you can provide on how to implement this function would be greatly appreciated. Thank you!Hello!I think the check_robot_collision function implemented in this repository might be helpful as a reference.Thank you, @smakolon385 !This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
470,load-meshes-into-sim,"I can’t figure out out to load .obj files into sim. A previous question has references to converting the asset to usd. However, I can’t find out how to even load a usd through the api, much less do anything like adding collision or physics properties to it.Neither the standalone example, nor the referenced script editor conversion script seem to show how to load either a .usd or .obj file into simulation – even though you can drag and drop one into sim through the GUI and right click to add physics properties.The Shapenet situation seems similar – with a lot of information about how to use the GUI and the only thing referenced in the documentation is asset conversion. This would also be really useful if I could get those in and make them collision or physics objects.How can I load a .obj file? Or, if that isn’t possible through the api, how can I load a converted .usd asset, and add physics or collision to it? Additionally, where is this referenced in the API documentation?I referred the steps mentioned in this thread.So that would look like:Also where is the documentation for omni.physx.scripts?Powered by Discourse, best viewed with JavaScript enabled"
471,scripts-for-replicator-folder,"I am trying to find the Scripts for Replicator folder, because I want to take a look at the implemenation of the Basic Writer, but I am not able to find it. In the documentation there is a gif, that should show where this folder is located. Unfortunately it does not show the location of the folder. Maybe someone knows where I can find it and maybe correct the documentation as it is very confusing.

image1140×627 154 KB
Hi @julian.grimm thanks for pointing this out. I agree this isnt clear and I’ll make a ticket to get this addressed.In the interim open the extensions tab, under the menu Window>Extensions. In the Extensions tab, search for Repliactor, and select “Omni Replicator”. CLick on the folder or VS Code icons highlighted in green in the image below. Inside omni\replicator\core\scripts is the folder being referred to.
image1301×340 54.3 KB
Please also consider checking out our replicator github scripts repo here:Thank you for the info.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
472,blender-3-6-1-nucleus-unsupported,"Hello Omniverse Team. Hope you are doing well.I remember omniverse working great in previous Blender versions, but now it only seems to work on the 3.6 alpha.
I get a weird warning on my addon bar.
Am I doing something wrong?
I don’t want to use 3.6 alpha since I’m using 3.6.1 now.Thank you.Screenshot 2023-08-07 101723702×134 13.5 KBPowered by Discourse, best viewed with JavaScript enabled"
473,camera-output-lags-due-to-rendering-speed,"I am currently training an RL agent using the input from a camera. At each step of the training, the camera is moved. Before getting the output from the camera, I call world.step(). However, I have noticed that the camera output does not always match the expected position of the camera. I believe this is due to the slow rendering speed, but assumed that world.step() would block until rendering is finished.
I then moved to rep.orchestrator.step(), which after running multiple tests by comparing images of moving the camera over the same path multiple times, seems to block until rendering is finished.
There are two issues with rep.orchestrator.step():Are there any suggestions? And why does world.step() not block for one rendering_dt?Here is the camera setup:Hi @replicator.user.123  - It seems like you’re encountering a couple of issues related to rendering and camera updates in your reinforcement learning (RL) simulation. Here are a few suggestions that might help:Hi thank you for responding.Powered by Discourse, best viewed with JavaScript enabled"
474,isaac-2022-2-generalize-the-example-for-adding-noise-to-sensors,"Hi!I have been following the tutorial for adding noise to camera.Now, I am missing some more information about the general case. For instance, I was trying to add the same noise also for the BasicWriter class, so that I can choose to publish the image via ROS or save directly to a folder. However, I have run into issues trying to extend the approach, I cannot get the noise to apply to the BasicWriter.For instance, in the example, we substitute the annotator before calling writer.initialize(). However, in the case of BasicWriter this is not possible, as the annotators array gets filled only after it is initialized. So I try to replace it after initialization, but I don’t get any output.This is the code I added to the example:When I add prints to the function, I see that it is being invoked and no errors are printed. However, I do not get the images saved in the directory. What am I doing wrong here? Is there any documentation on the annotators used in different writers and the data being passed through there?Thanks!Hi there,sorry for the late reply:here is and example of how one can do this with the BasicWriter:Here is another example using annotator/writer combinations:In the next release this will be possible in a more straightforward way (e.g. avoiding accessing private members).Cheers,
AndreiThis topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
475,audio2gesture-animation-finger-issues-in-blender,"Hi guys. I was working around with fbx armature animation Nvidia machinima’s audio2gesture tab gives. When I imported the fbx file in my Blender project I’v surprisingly found out that the end fingers of the character are not bones, they are empties. Honestly saying it is looking uber weird as my German friend would say :DFor the fingers animation it is extra important for all the finger parts to animate correctly. Maybe you will fix this in newer versions of Machinima? Or maybe there is a way to transform empties into bones in Blender or maybe even in Machinima?I’m attaching a screenshot like you can understand where that numerous empties are situated.

2023-05-29_23-26-541911×1047 153 KB
I’m retargeting the animation from the fbx’s armature from audio2gesture to my character’s armature, you can have a look on the result I have, but as you can see my character is not closing the fingerst fully, because there is no bone for the end finger one, which is created as an empty.
Hi @zanarevshatyan ,
on the A2G armature, we don’t have the finger tip joint as they are not used.
The points on the last segment of the finger are all weighted to the last joint of the chain.
When setting up retargeting in kit, if your target character has extra finger tip joint, you can manually pick the right joint for it on the retarget UI.Check out this video where I explain the finger tagging (around 12’00""). A2G_retarget_machinima_2022_3_0.mp4 - Google DriveOmg, it sounds very complicated :DThanks for the reply so much. I’ll watch the video and try to understand it, if I will have some questions, can I ask them to you here?Maybe you know how I can make bones on the finger tip in Blender instead of that empties and animate them? Or this is not possible?You can probably add the finger tip joint, but animating them in theory won’t affect anything since the last segment of the finger are all weighted to the last articulation joint (which can be animated through rotation).
But maybe I was not understanding the issue clearly here.
Were you trying to export the A2G skeleton from ov as fbx, then when you load the fbx skeleton to Blender that the fingers exploded?I’ll ping our Blender expert to help chime in on the matter as well.Yeah, I’m exporting fbx file of a2g armature into Blender and trying to retargeting from a2g trained character to my character’s armature using another blender addon, that addon works fine, but there is no bone on a2g character finger tip, which is making the animation on character look weird for the fingers, they are not closing fully, you can have a look on the video I’ve also uploadead earlier in this topic. Hope guys can help me with Blender, waiting for them to answer, thanks.Hi there!Would you be able to upload that FBX for me to take a look at?Sure, here it is
World7.fbx (15.6 MB)Also I’m sending you the Blender project file with my character already retargeted from a2g armature using rokoko addon in BlenderGoogle Drive file.Thank you.please check my post, I am having same issue in metahuman and A2g, any help?Powered by Discourse, best viewed with JavaScript enabled"
476,isaac-sim-simulation-performance-down-by-time,"Hello everyone,
I found when I simulated robot motion after 6hrs, the fps were down obviously.
Eery 6hr the fps is down about 4fps. My project after simulating 24hrs only have 4fps.
I’m trying to simulated a product line’s UPH, but the fps down make the data not correct.
Any suggestion?Exactly same issue here. A memory leak is suspected.Hi @vic-chen / @kyungho.yoo  - Thank you for the information. Can you provide some more details like what Isaac Sim version are you using? code snippet to observe the memory leak just like this forum post: Isaac Sim OS (driver?) persistent memory leakHi @rthaker ,
The attachment records the GPU usage’s information.
My hardware spec is following:1.OS: Windows 10
2.CPU:  Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz   2.90 GHz  (2 processes)
3.GPU: Nvidia RTX A6000 (2 GPUs)
4.RAM: 1TB
5.Isaac Sim version 2022.2.1
IsaacSim_FPS_Record.xlsx (86.4 KB)Powered by Discourse, best viewed with JavaScript enabled"
477,ticking-blueprint-with-import-usd-opens-the-usd-in-a-stage,"Is there a way to tick blueprint but not have the stage open up automatically in the viewport? I will not use the Import as Blueprint feature if it keeps doing this as it takes a lot of time to then open up the level I was just in to get back to what I was doing.  This video shows what I am talking about but I edited out the 3 minutes of waiting it takes for me to load the level I was in back up again which happens every time I import with import as blueprint enabled.Loving this functionality who ever is working on this, it’s fantastic !!! I have a few more suggestions I will post I hope you keep working on it as it is already a massive help to me as an indie game dev.Dirk, this is great feedback.  I have made internal issue OM-100664 to address this.  It may not make it into our upcoming update, but we just didn’t notice this while iterating on the import feature.  Thank you!This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
