,query,data
113,namd,"NAMD is a parallel molecular dynamics code designed for high-performance simulation of large biomolecular systems. NAMD uses the popular molecular graphics program VMD for simulation setup and trajectory analysis, but is also file-compatible with AMBER, CHARMM, and X-PLOR.Learn MorePowered by Discourse, best viewed with JavaScript enabled"
114,python-script-nvgpuswitch-py-igpu-to-dgpu-missing-additional-sdk-clara-holoscan-missing,"Hello,I am unable to find the python script nvgpuswitch.py that would allow me to switch to the dGPU. As I read in the Kit User Guide, this script is supposed to be in the folder /usr/local/bin on the Clara Hologram platform, therefore the folder contains only
lrwxrwxrwx  1 root root   22 Feb  1 14:43 nsys → /etc/alternatives/nsys*All the components have been properly installed with the SDK Manager.
Am I missing something?
Thanks for your help in advance.Hello,The script should be located in /usr/local/bin after installation, and also should be in /opt/nvidia/clara-holoscan-sdk/clara-holoscan-tools/bin/. Could you check if it is at least in the second location?Hello,Thank you for your reply.
The folder /opt/nvidia/clara-holoscan-sdk/ doesn’t exist.I also previously tried to find the python script file using “find” command on the Clara Holoscan platform, therefore no result.
I guess the Clara Holoscan SDK is not installed, therefore it is not listed in the SDK Manager…When I launch the SDK Manager,  in the Step 1, I have :
Product Category : Jetson
Hardware config: Host machine (is ticked) and Target Hardware : Clara AGX Developer Kit modules (ticked as well)
Target Operating System : Linux JetPack 4.5.1 (rev 1)
Additional SDKS : DeepStream (which I also ticked)In the guide ""Install Clara Holoscan Software with SDK Manager, I can see more kits available there as RiverMax and Clara Holoscan, which are not available in my case.If I am correct and that it is not the Clara Holoscan SDK missing, how can I install it knowing it is not available in the SDK Manager?What is your SDKManager version? Perhaps it needs updating before it shows all available “Additional SDKs”. It definitely should show all 3: DeepStream 5.1 (don’t select), Rivermax (select), and Clara Holoscan (select).The SDK Mananger version is 1.7.2.9007
Where can I get the last version?1.7.2 seems actually to be the last version

SDKM1195×770 327 KB
That version should be okay. Just to check, did you log into SDKManager with an account that has joined the developer program? https://developer.nvidia.com/clara-holoscan-sdk-programThanks a lot! I took for granted I had joined as a developer therefore was not the case.
After joining and relogging, Clara Holoscan SDK is now available.Great to hear that you’re now able to get started!This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
115,invalid-sample-name,"Hi,
I want to run using Mutectcaller (Parabricks accelerated) version 4.0.0-2 on UK Biobank Research Analysis Platform. I started analysis and received invalid tumor sample name error. I share a screenshot about input names and log file.  In the documentation, I had read “This MUST match the SM tag in the tumor BAM file.” I don’t know what the  SM tag in the BAM file I use as input file is. How can I find this?
Can you make a suggestion for tumor sample name?
Many thanks.

Ekran Resmi 2023-04-06 09.58.061307×358 33 KB


Ekran Resmi 2023-04-06 09.59.45851×255 29.9 KB
Hey @cevikb ,I was able to find the SM tag on my BAM file using samtools.Specifically “samtools view -H output.bam”. This printed out a lot of text, but one of the last lines was tagged @RG and had that information. Here’s what mine looked like:@RG     ID:HK3TJBCX2.1  LB:lib1 PL:bar  SM:tumor        PU:HK3TJBCX2.1Hopefully that helps!Hi @gburnett ,Thank you very much for your answer. I could find SM tag of my BAM file in the log file using FQ-to-BAM Pipeline (Parabricks accelerated).@RG\tID:HVVWTDSXX.4\tLB:lib1\tPL:bar\tSM:sample\tPU:HVVWTDSXX.4I tried to run again with a few sample names;Name of sample for tumor reads. (tumor_name)
HVVWTDSXXName of sample for tumor reads. (tumor_name)
HVVWTDSXX.4Name of sample for tumor reads. (tumor_name)
@RG\tID:HVVWTDSXX.4\tLB:lib1\tPL:bar\tSM:sample\tPU:HVVWTDSXX.4but I received invalid sample name error Is there other advise?Thanks in advance.Hey @cevikb,Based on the output you shared, it looks like the sample name is “sample”. Have you tried that?ThanksI tried just “sample” and It worked. Thank you for your useful comment.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
116,output-both-vcf-and-gvcf-when-using-deepvariant,"Hello,the standard deepvariant tool can output both VCF and gVCF for the same sample at the end of variant calling. This is often quite convenient to compute stats on the regular VCF while having the gVCF for subsequent cohort merging.
The standard tool also generates an HTML QC report.Is it possible to have the same outputs when running deepvariant in clara parabricks? Especially, can we have the VCF and gVCF simultaneously? It would be great to have the HTML report as well, but this is not essential.So far, I’ve tried various combinations of --out-variants and --gvcf but I can only get variants in one of the 2 formats, but not both.Thanks!Powered by Discourse, best viewed with JavaScript enabled"
117,computer-vision-developer-page-looking-for-beta-testers,"Clara Developer Community,I am looking for a handful of developers to test drive a new computer vision page ahead of our release scheduled for the end of the month. I am looking for feedback on the visual flow and design of a computer vision-specific for developers highlighting all of Nvidia’s solutions and resources. If you are interested in being part of this special beta test, send me a private message directly. Depending on schedules, beta testing will take place in one 30 minute session over the next week or two.Best,
MikeB_NVPowered by Discourse, best viewed with JavaScript enabled"
118,fq2bam-align-only-flag-leads-to-segmentation-fault,"I was happy to see the --align-only flag in Parabricks fq2bam v4.1, as my pipeline downstream of bwa-mem takes name-sorted bam.However, in my hands, the --align-only flag leads to a segmentation fault.I am running the clara-parabricks-4.1.1-1 container using singularity on a cluster server running Slurm. The job is on a shared node, using only 1 of several GPUs. This all seems fine, since the job executes properly without --align-only.The command is:This seems like a bug, perhaps one that only appears with a specific combination of options?Thanks for any help, I’d like to use the new flag.Powered by Discourse, best viewed with JavaScript enabled"
119,does-parabricks-support-multi-host-parallelism,"Hello,I have installed parabricks pipeline with singularity option, and I’m using an HPC that has nodes with one V100 card on them (per server). The pipeline worked on one node(i.e. one GPU). However, when I allocated two nodes to run on two GPUs I had the following error:“Number of GPUs requested (2) is more than number of GPUs (1) in the system”and the job configuration was:#SBATCH --partition=gpu
#SBATCH --nodes=2
#SBATCH --ntasks-per-node=1
#SBATCH --cpus-per-task=4
#SBATCH --mem=64000So, Does parabricks support multi-host parallelism? If so how can I manage to solve the issue?Thanks!Hello @syd04Parabricks does not support multi-host parallelism. Your best best is to assign each node it’s own job, as opposed to trying to spread one job across multiple nodes. Parabricks DOES support multi-GPU, so you can use the full node for each job.Powered by Discourse, best viewed with JavaScript enabled"
120,converting-std-vector-to-holoscan-tensor,"How to convert a std::vector of size 2764800 to a Holoscan tensor of shape {1280.720,3}Hello there, while the current tensor interop example shows the process of outputting a 1D std::vector as a Holoscan tensor for tensor interop, there should be an example in HoloHub soon that contains the process of creating a host Holoscan tensor that is more than 1D from a std::vector or a MatX tensor for tensor interop in the next update.Powered by Discourse, best viewed with JavaScript enabled"
121,cuda-toolkit-12-0-0-cudnn-is-needed,"Hello,I’m trying to use CUDA toolkit 12.0.0 and the corresponding cuDNN is not available.Could you please help to get a specific version of cuDNN which is compatible with CUDA Toolkit 12.0.0 ?Best regards,
Iliesthey should release out new version of cudnn soon, I think…cuDNN 8.8 should be coming in the next few months.Do you have time/date for cuDNN release ?A few months? Is there a pre-release, at least?Sorry for the late reply, the cuDNN 8.8 release is out with release notes here Release Notes :: NVIDIA Deep Learning cuDNN DocumentationHello everyone,cuDNN 8.8.1 for CUDA 12.x is available. Please check the download link cuDNN v8.8.1 (March 8th, 2023), for CUDA 12.xRegards,
IliesThis topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
122,ubuntu-nvidia-cuda-11-8-installation-cryosparc,"(Topic not quite right, not sure how to create topics and tags)
Installing Cryosparc, requires cuda, recommended 11.8, requires NVidia drivers.Case 1 - Ubuntu 22.04, drivers installed, installed cuda_11.8.0_520.61.05_linux.run but # nvidia-smi
shows cuda driver 12.0, I did something wrong but not seeing where.Case 2 - Ubuntu 20.04, drivers not installed, unclear what drivers to use, nvidia-smi tells me it can’t talk with the driver no matter what driver I try.
Tried installing cuda_11.8.0_520.61.05_linux.run but three levels of log down, in /var/log/nvidia-installer.log
I find that I think is the cause.Please see the log entries ‘Kernel module load error’ and ‘Kernel messages’ at the end of the file ‘/var/log/nvidia-installer.log’ for more information.
 → Kernel module load error: Operation not permitted
 → Kernel messages:
exe=“/usr/bin/dbus-daemon” sauid=103 hostname=? addr=? terminal=?’
[   52.446548] audit: type=1107 audit(1687467881.645:51): pid=2227 uid=103 auid=4294967295 ses=4294967295 subj=unconfined msg='apparmor=“DENIED” operation=“dbus_method_call”  bus=“system” path=“/org/freedesktop/ColorManager/devices/cups_Brother_MFC_L8900CDW_series” interface=“org.freedesktop.ColorManager.Device” member=“AddProfile” mask=“send” name=“org.freedesktop.ColorManager” pid=2573 label=“snap.cups.cupsd” peer_pid=2427 peer_label=“unconfined”Looks like apparmor - but I’ve turned it off, disabled, and rebooted.Thanks in advance for any guidance on either gpu-enabled ubuntu machine.
Brian
brian.cuttler@health.ny.govPowered by Discourse, best viewed with JavaScript enabled"
123,deepstream-sdk-in-windows,"Is it impossible to use Deepstream SDK in Windows until now?Hello, this would not be a right forum as it’s the Holoscan SDK forum. Please post to the corresponding forum, thank you.Powered by Discourse, best viewed with JavaScript enabled"
124,error-for-germline-pipeline-on-aws-instance,"I’m on a trial run.
I successfully installed and ran a germline pipeline on AWS instance p3.8xlarge.Next, we decided to run the pipeline on the biggest instance out there (p4d.24xlarge).Installation seemed to have been successful. But when I start germline pipeline,  it ended up with errors.The command I used:pbrun germline --ref /mnt/d1/Ref/Homo_sapiens_assembly38.fasta --in-fq /mnt/d1/PD01/FQ/H1_S120_L003_R1_001.fastq.gz /mnt/d1/PD01/FQ/H1_S120_L003_R2_001.fastq.gz --knownSites /mnt/d1/Ref/Homo_sapiens_assembly38.dbsnp138.vcf --knownSites /mnt/d1/Ref/Mills_and_1000G_gold_standard.indels.hg38.vcf --out-bam /mnt/d1/PD01/germline/H1.parabricks.bam --out-variants /mnt/d1/PD01/germline/H1.parabricks.g.vcf.gz --out-recal-file /mnt/d1/PD01/germline/H1.pararabricks_recal.txt --read-group-sm H1 --read-group-lb BCH --read-group-pl ILLUMINA --gvcf --num-gpus 8 --tmp-dir /mnt/d2/tmp/ --keep-tmpError message I see:GPU-BWA mem
ProgressMeter   Reads           Base Pairs Aligned
cudaSafeCall() failed at ParaBricks/src/mem_chain_kernel.cu:148 : invalid device symbol
cudaSafeCall() failed at ParaBricks/src/mem_chain_kernel.cu:148 : invalid device symbol
cudaSafeCall() failed at ParaBricks/src/mem_chain_kernel.cu:148 : invalid device symbol
cudaSafeCall() failed at ParaBricks/src/mem_chain_kernel.cu:148 : invalid device symbol
cudaSafeCall() failed at ParaBricks/src/mem_chain_kernel.cu:148 : invalid device symbol
cudaSafeCall() failed at ParaBricks/src/mem_chain_kernel.cu:148 : invalid device symbol
cudaSafeCall() failed at ParaBricks/src/mem_chain_kernel.cu:148 : invalid device symbol
cudaSafeCall() failed at ParaBricks/src/mem_chain_kernel.cu:148 : invalid device symbol
Please contact Parabricks-Support@nvidia.com for any questionsIs it a license issue? Or am I missing some setting or library for GPU/Cuda?Thank youHi in-hee.lee,p4d.24xlarge is an instance with A100.  You need to  install ampere based container.
To do so you need to provide the option --ampere during installation process.https://docs.nvidia.com/clara/parabricks/v3.2/text/local_installation.html#installation-optionsRegards,
MyriemePowered by Discourse, best viewed with JavaScript enabled"
125,haplotypecaller-batch-mode,"when  haplotypecaller runs in batch mode, it get errors, as belowsingularity exec --nv clara-parabricks_4.0.1-1.sif  pbrun haplotypecaller --batch  --ref ref.fa --in-bam /data/bam/ --out-variants /date/gvcf/  --gvcf
Please visit NVIDIA Clara - NVIDIA Docs for detailed documentation[E::hts_hopen] Failed to open file /data/bam/
[E::hts_open_format] Failed to open file “/data/bam/” : Is a directory
samtools view: failed to open “/data/bam/” for reading: Is a directory
[E::hts_hopen] Failed to open file /data/bam/
[E::hts_open_format] Failed to open file “/data/bam/” : Is a directory
samtools view: failed to open “/data/bam/” for reading: Is a directory
/usr/local/parabricks/binaries//bin/htvc /data/ref.fa /data/bam/ 2 -o /data/gvcf -nt 5
[PB Info 2023-Jul-03 00:37:15] ------------------------------------------------------------------------------
[PB Info 2023-Jul-03 00:37:15] ||                 Parabricks accelerated Genomics Pipeline                 ||
[PB Info 2023-Jul-03 00:37:15] ||                              Version 4.0.1-1                             ||
[PB Info 2023-Jul-03 00:37:15] ||                         GPU-GATK4 HaplotypeCaller                        ||
[PB Info 2023-Jul-03 00:37:15] ------------------------------------------------------------------------------
[PB Error 2023-Jul-03 00:37:15][src/haplotype_vc.cpp:854] Expected file “/data/bam/” to be of type bam, cram or text, exiting.Hi @bioinfor_worker ,sorry but --batch is deprecated. The documentation was not updated.If you would like to run on a batch style you can however.
You will need to create two files, one with the list of paths to your bam files (for example, bamList.txt) and one with the path to the generated vcf files (for example vcfList.txt).You can run with :
pbrun haplotypecaller --ref ref.fa --in-bam bamList.txt --out-variants vcfList.txtPlease let us know if you have any issue.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
126,fq2bam-sorting-by-queryname,"can we sort bam file by query name instead of coordinate?Hi,In the current version we cannot sort bam file by query name.
We are planning to include this on our future release.Best,
MyriemePowered by Discourse, best viewed with JavaScript enabled"
127,warning-across-different-models-of-device,"Try to run the Whole-Genome Variant Calling with Deepvariant on dgx-a100 station, and come aross some warning as follows:But it seems that does not effect the normally ending of the program.  I just would like to know if the warning bring some negative effection. Thanks.Hey @lkuang,As long as you are using the ampere version of Parabricks, then it’s fine. If you ran the installer using --ampere or selected “yes” when asked about ampere during the installation, then you are running the ampere version.Thanks @gburnett .  I use the ampere version.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
128,can-rtx-3090-use-parabricks-pipelines-trial-version,"I applied for a trial license and there was an error in operation, please help me

err1745×361 29.9 KB
Hi,Can you please provide more information :Best,
MyriemeExit the directory, it’s working, thank you
image1909×333 20.3 KB
Has the trial expired? Is it only one month? I see that the publicity on your official website says three months. Can it be extended? thank you!Hello @9003805,When you received your trial license, it was just for one month. The change to 3 months is very recent. You are welcome to apply for a new license, and that new license will be valid for 3 months. Cheers.Powered by Discourse, best viewed with JavaScript enabled"
129,how-to-use-deepvariant-by-rtx4090,"Hello. I tried DeevVariant by RTX4090
But I got error…
fq2bam is success.Please help me.Thanks you.Hi @yuusuke19951005 ,We are sorry but RTX4090 is not a supported GPU for DeepVariant.
Please see here all the supported GPUs.Regards,
MyriemeThank you.
Anyway, in the future, can RTX4090 handle Parabricks-DeepVariant ?This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
130,troubleshooting-somatic-pipeline,"Hi there,I followed the instruction from the doc somatic pipeline and got the following error.
image1069×233 20.3 KB
The command you provided seems to be missing the parameter --out-normal-recal-file for the normal sample.Can you clarify?After I fixed the error by adding the parameter --out-normal-recal-file, now I can run the somatic pipeline normally and get a vcf file.Before vs After:

image1868×661 111 KB
Best regards,
TJ TsaiPowered by Discourse, best viewed with JavaScript enabled"
131,can-parabricks-run-on-the-jetson-agx-xavier-64gb,"I wonder if it is possible to run Parabricks on a Jetson AGX Xavier. I am aware that it is aarch64, but the memory available to the GPU cores is practically all free RAM on the system.Has anyone given it a try? We have several jetson units in the lab. It would ge a good development and prototyping system. Performance is secondary at this point.Hey @juergen.hench,To my knowledge no one has tried it, but I’d be curious to see if it works!Powered by Discourse, best viewed with JavaScript enabled"
132,the-mutectcaller-parabricks-accelerated-version-4-0-0-2,"Hi,I have a question about the Mutectcaller (Parabricks accelerated) version 4.0.0-2 on UK Biobank Research Analysis Platform.
In my project,  I’d like to do somatic variant calling of SNPs and INDELs with the UKB WES data using the Mutectcaller (Parabricks accelerated) on RAP. I’d like to run somatic variant calling using the Mutectcaller tool in tumor-only mode with a panel of normals (PON).Is Parabricks Mutectcaller from version 4.0.0.-2 support Panel of Normals to process variants? If yes, How to run this tool tumor-only mode with a panel of normals (PON)? I read this section in the documentation.https://docs.nvidia.com/clara/parabricks/4.0.0/documentation/tooldocs/man_mutectcaller.html#man-mutectcallerAs far as I understand, Firstly I should creat the input.pon and then I should run this tool in tumor-only mode with using input.pon file. If that is the case I have 2 questions.Question 1:  When I run this tool using sample of normal BAMs/CRAMs, I will not get just one output VCF file. Because this tool is just to convert to VCF, not merge. This being the case, How can I create the input.pon?Question 2: Let’s assume that I was able create input.pon file,  How will I select the VCF as input?This tool only accepts these file as input;ref file .bwa-index.tar.gz
interval file .bed
tumor .BAM/CRAM
tumor recal file
normal .BAM/CRAM
normal recal fileThank you very much in advance for helps.Powered by Discourse, best viewed with JavaScript enabled"
133,parabricks-4-0-0-1-illegal-instruction-core-dumped-in-haplotypecaller-step,"parabricks:4.0.0-1 , with nvidia/cuda:12.2.0-devel-ubuntu22.04;
system: Ubuntu20.04/ 512G memory/ 1 p100  16G card/ 38T disk space/It works perfectly on one of my workstation, but on  another, encountered the errors while in ‘haplotypecaller’ step:for i in cat list; do docker run     --gpus “device=0”       --rm       --volume $(pwd):/workdir       --volume $(pwd):/outputdir     nvcr.io/nvidia/clara/clara-parabricks:4.0.0-1     pbrun haplotypecaller      --ref /workdir/ref/hg38.fa      --gvcf       --in-bam /workdir/$i.bam       --out-variants /outputdir/$i.g.vcf; doneIllegal instruction (core dumped)
/usr/local/parabricks/binaries//bin/htvc /workdir/ref/hg38.fa /workdir/asp1.bam 1 -o /outputdir/asp1.g.vcf -nt 5 -g=========
Any suggestions? Thanks, everybody!Powered by Discourse, best viewed with JavaScript enabled"
134,unable-to-run-megatron-20b-gpt-model-on-nemo-q-amodel,"Dear NVIDIA Nemo team,We are planning to develop a question-answering chatbot based on Nemo. I noticed that NVIDIA provides pre-trained LLM model weights for Megatron 1.3b, Megatron 5b, and Megatron 20b(https://huggingface.co/nvidia/nemo-megatron-gpt-1.3B,https://huggingface.co/nvidia/nemo-megatron-gpt-5B,https://huggingface.co/nvidia/nemo-megatron-gpt-20B). I would like to use our own custom dataset to train a QA model based on Megatron with Nemo. Could you please advise me on how to proceed?Thank you very much for your time and assistance.Best regards,
RaymondPowered by Discourse, best viewed with JavaScript enabled"
135,unstable-runtime-length-with-clara-parabricks-4-0-0-1,"Hello,I used two RTX4090s to run the clara-parabricks:4.0.0-1 program. At first, when running a sample, GPU-BWA mem and GPU-GATK4 HaplotypeCaller ran very fast, basically the running time was in ten minutes. This is a Satisfactory speed.
However, as the number of samples increases, its speed will gradually decrease, and the GPU occupancy rate of the corresponding program is also very low.It runs for hours, which is not ideal.
It’s not clear to me what is causing the difference in runtime. Actually, I might need a faster run because I have a lot of samples to process.Looking forward to getting your advice！
Best
yulongPowered by Discourse, best viewed with JavaScript enabled"
136,parabrick-somatic-pipeline-run-error,"Hi, teamWhen I run somatic pipelines on 1 GPU in a docker container, I see the error shown in an attachment.
error1199×545 150 KB
I have enough disk space, 5 TB to be precise. I indicated a path for temporary files. Could you please assist me in resolving this issue?Powered by Discourse, best viewed with JavaScript enabled"
137,can-parabricsk-haplotypecaller-generate-gvcf-gz-and-the-genotypegvcf-use-gvcf-gz,"parabricks 4.0.1, parabricsk haplotypecaller can’t generate gvcf.gz, but only gvcf, also the genotypegvcf .Parabricks haplotypecaller can generate gvcf.gz. Are you having issues generating one?Powered by Discourse, best viewed with JavaScript enabled"
138,genome-analysis-toolkit-on-cuda-boosting,"Dear all,For the COVID-19 study,
I have already choose  MD711-SU to build a Analysis tool.In order to speed up the results, I decided to use NVIDIA GPU on Genome Analysis Toolkit.If I want to install a GPU into this machine, can anyone recommend which  card I should choose ?Thank you !MD711-SU spec =>DFI’s MD711-SU is a high-performance fanless embedded box PC designed to work with medical equipment and all the accompanying demands. It supports high-end 6th Generation Intel® Core™ i7 processor and is built with high quality industrial-grade...Powered by Discourse, best viewed with JavaScript enabled"
139,an-http-error-was-returned-from-the-server,"Dear sir,We got a network update in our institute yesterday,and I found a http error when using pbrun.

Image 0531020×231 10.7 KB

If I go to http://myserver:7070, it shows:
{
“key” : “glsErr.restNoSuchApi”,
“message” : “No such REST API and METHOD combination supported: GET with uri=REDACTED for user (unknown)”,
“arguments” : [ “GET”, “uri=REDACTED”, “(unknown)” ]
}Powered by Discourse, best viewed with JavaScript enabled"
140,parabricks-v4-0-0-1-for-ampere,"Hi,Is there a dedicated version of Parabricks v4.0.0-1 for ampere devices? We ask as we are encountering an error very similar to this post, and yet it seems that there is no longer a dedicated ampere version for v4.0.0-1 (see the container installation page). Note that we are able to successfully run the same script in a v3.8.0-ampere container.Thanks,
OrianThere seems to be only an all-in-one version for both ampere & non-ampere GPU devices. Last week, I tested Germline pipeline on A100, A30 and T4 GPU devices, and all of them were passed.where:Powered by Discourse, best viewed with JavaScript enabled"
141,implentation-rdma-in-a-gstreamer-plugin,"Hello,I already created a plugin for a frame grabber card and I want to include rDMA to GPU into it. I was looking at the code of clara-holoscan-gstnvvideotestsrc to get an idea how to do this task.I see they are using gstnvdsbufferpool.h and nvbufsurface.h to implement this functionality, so i based my code on this example.
So far it looks like this to create a buffer pool of the size of nvbufSurface object. As i understand, this object will point to the actual memory on GPU.My question is : I can’t see where i can define the size of the actual buffer on the GPU. It’s not clear in the code from the example gstnvvideotestsrc. If you could point me in the right direction, I would really appreciate it.Thank you!The size of the allocated GPU buffers is determined internally by the gst_nvds_buffer_pool based on the buffer width and height specified in the caps (m_caps) that were provided to gst_buffer_pool_config_set_params. While you don’t explicitly set the buffer size, it can be retrieved from a buffer that has been allocated by this pool from the dataSize field in the mapped NvBufSurfaceParams.thank you for the answer.I have another question regarding how to write in GPU memory.I understand from the function :
Function gst_buffer_pool_acquire_bufferI can get a buffer that contain a  NvBufSurface and from this, as I understand, I could access the data
with surf->surface[0].dataPtrSo i’m wondering if i write at the location pointed by this pointer, would it be directly on the GPU? is it the right way of doing things?thank you!Powered by Discourse, best viewed with JavaScript enabled"
142,cuda-toolkit-12-0-0-cublaslt-cublas-stubs-libraries-requires-glibc,"Hello,I’m trying to use CUDA toolkit 12.0.0 and I got QA issue regarding the runtime dependency.Kindly see the log below.FYI, I don’t see anything specific that require GLIBC when checking the symbols needed by the libraries mentioned in the title.Attached file contains the complete logs.readelf_syms_libcublas.log (161.8 KB)
readelf_syms_libcublasLt.log (68.3 KB)Could you please explain why GLIBC is needed ?Any help would be much appreciated.Best regards,
IliesHi Ilies, apologies for the late reply, could you confirm the changes made to GitHub - nvidia-holoscan/meta-tegra-holoscan: OpenEmbedded/Yocto layer for NVIDIA Clara Holoscan MGX for building the Yocto recipe? As well as which compiler is used that produces the runtime issue?Regarding why GLIBC is needed:  after checking with CUDA experts, their pointer is that: RDEPENDS seems to document run-time package requirements in Yocto Linux. CUDA package should naturally depend on the libc package because many of its libraries require libc to function.Hey @jinlThanks for your replay.First of all, I’m not referring to CUDA toolkit 11.7 but CUDA toolkit 12.0Please check the difference between ./usr/local/cuda-11.7/targets/sbsa-linux/lib/stubs/libcublasLt.so and ./usr/local/cuda-12.0/targets/sbsa-linux/lib/stubs/libcublasLt.so and the need of the GLIBC in both case.GCC version 11.3 is usedRegards,
IliesHi @ilies.chergui,The dependency on GLIBC appeared during the rework of the stub libraries and was not intentional on its own: for some reason the previous UNDEF symbol printf was replaced with puts@GLIBC_2.17, likely due to the compiler update or some other change. Given that the actual cuBLAS library requires GLIBC anyways (please see the system requirements), this change should not be a problem.Powered by Discourse, best viewed with JavaScript enabled"
143,cnvkit-not-accelerated-at-all,"I successfully run CNVkit with Parabricks v3.6 on 2 GPU and I obtained some output.
However, it doesn’t seem to be accelerated at all for 2 reasons:Can you please help me in order to explain such discrepancies?
How should one expect to have CNVkit being accelerated? Do I miss some options, maybe?BTW, here is my command line:pbrun cnvkit --ref hg38.fa --in-bam myinput.bam --keep-tmp --tmp-dir /raid/tmp --generate-vcf --output-dir .Many thanksPowered by Discourse, best viewed with JavaScript enabled"
144,cant-pull-the-stated-most-recent-release-of-parabricks,"On the following webpage:
https://docs.nvidia.com/clara/parabricks/4.0.1/gettingstarted.html#getting-the-softwareThe command for getting the software is shown as:
docker pull nvcr.io/nvidia/clara/clara-parabricks:v4.0.1-1But it results in an error:
docker pull nvcr.io/nvidia/clara/clara-parabricks:v4.0.1-1
Error response from daemon: manifest for nvcr.io/nvidia/clara/clara-parabricks:v4.0.1-1 not found: manifest unknown: manifest unknownI found a similar topic on this forum from December 2022 saying that version 4.0.1-1 has not been released and the docs would be updated to reflect such.
Is that still the case?
Is version 4.0.0-1 still the most recent release?Hey Scott,The latest version is 4.0.1-1. If you remove the “v” from the version number, then you should be able to pull the image. Try this command:docker pull nvcr.io/nvidia/clara/clara-parabricks:4.0.1-1Thank you so much!  That was indeed the issue.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
145,parabricks-fq2bam-wrong-number-of-arguments-error,"Hi,After launching fq2bam with the following command:pbrun fq2bam  
–ref /projects/020-Aubergine-SNPdiscovery/Solanum_melongena_consortium/assembly/V3/Eggplant_V3_Chromosomes_plusChr0.fa 
–in-fq paired/B1303_1.fq.gz paired/B1303_2.fq.gz 
–out-bam paired/BWA_output/B1303.sort.pcr_rem.RG.bam 
–bwa-options M 
–read-group-sm B1303 
–read-group-lb 1 
–read-group-pl illumina 
–read-group-id-prefix B1303 
–tmp-dir paired/BWA_output/this is the output that I getting, where the last line contains the error.Any help would be appreciated!Thanks
KostasHey @alexiou5177,Can you run the command again, but add flags --x1 and --x3? This will (hopefully) give us some more verbose output to debug with.Thank you!Hi @gburnett,Thanks for your quick reply. I have included the --x1 --x3 tags and below you have the output. Note: is the format of the value of --bwa-options I am using, correct? At the help menu, you are mentioning that the accepted values are -M, -Y and -T. I have used the first option but as “M” and not as “-M” since it was the only one working. I am mentioning this just in case I am doing a stupid error and this generates downstream problems.KostasHey Kostas,I would try using -M instead of M for the bwa options, as outlined in the documentation below:
image935×65 2.23 KB
Hi @gburnett,Using either --bwa-options -M or --bwa-options '-M' gives an error of a missing argument for --bwa-optionspbrun: error: argument --bwa-options: expected one argumentcommand:pbrun fq2bam --x1 --x3 --ref /projects/020-Aubergine-SNPdiscovery/Solanum_melongena_consortium/assembly/V3/Eggplant_V3_Chromosomes_plusChr0.fa --in-fq paired/B1303_1.fq.gz paired/B1303_2.fq.gz --out-bam paired/BWA_output/B1303.sort.pcr_rem.RG.bam --bwa-options -M --read-group-sm B1303 --read-group-lb 1 --read-group-pl illumina --read-group-id-prefix B1303 --tmp-dir paired/BWA_output/KostasHi Kostas,can you please try --bwa-options=-MBestIt’s working!!Maybe it will be useful for the users to add this detail about the format in the help section.Thanks a lot,
KostasHappy to hear that!Hi @gburnett,One last question related to fq2bam. When I try to launch the tool on the same cluster node for another sample, I get the following error:FATAL:   while loading overlay images: failed to open overlay image /opt/rh7/parabricks-20201117/parabricks/pb-overlay.img: while locking ext3 partition from /opt/rh7/parabricks-20201117/parabricks/pb-overlay.img: can’t open /opt/rh7/parabricks-20201117/parabricks/pb-overlay.img for writing, currently in use by another processAny ideas as a workaround for running multiple samples?Thanks,
KostasAre you using singularity?yesTo solve this error please reinstall the software using the option  --disable-fakeroot .Best
MyriemeThanks, Myrieme. I will give it a try.Best
KostasPowered by Discourse, best viewed with JavaScript enabled"
146,torchani,"TorchANI is a PyTorch implementation of ANI(Accurate NeurAl networK engINe for Molecular Energies), created and maintained by the Roitberg group. TorchANI contains classes like AEVComputer, ANIModel, and EnergyShifter that can be pipelined to compute molecular energies from the 3D coordinates of molecules. It also include tools to: deal with ANI datasets(e.g. ANI-1, ANI-1x, ANI-1ccx, ANI-2x) at torchani.data , import various file formats of NeuroChem at torchani.neurochem, and more at torchani.utils.Learn MorePowered by Discourse, best viewed with JavaScript enabled"
