,query,data
180,modulus-with-2022-3-3-version,"I’m using version 2022.3.3 and MODULUS doesn’t work, I can’t find it in WINDOW>EXTENSION.Could you please help me with this?Or should I use version 2022.2.0 or earlier? (Modulus Extension — Omniverse Extensions documentation)If so, where can I find the download link for previous versions?Thank you very much!Hi @contato48Yes, as mentioned in the docs “Currently the extension works with Omniverse USD Composer 2022.2.0 or older”. You should be able to select older version of Omniverse in the launcher.Disclaimer: The Modulus OV extension is presently paused for development. If you are interested in visualization I would suggest using Modulus to output VTK files then using the Paraview connector to render.Hi @ngeneva
Thanks for the feedbackMy goal is to generate CFD (Computational fluid dynamics) type physics simulations using Omniverse tools.Question: Would the only way be to use CREATE together with MODULUS or is there another APP that would allow me to do CFD simulations?Thank you very much for your attention.Powered by Discourse, best viewed with JavaScript enabled"
181,nvidia-modulus-failed-to-run-cublas-routine-cublas-status-execution-failed,"I was running Nvidia Modulus with bare-metal installation in a conda environment.I am getting this error failed to run cuBLAS routine: CUBLAS_STATUS_EXECUTION_FAILED. No idea how to fix this.Here is the whole error.Hello, we have release a new version of Modulus that uses PyTorch so this problem should be resolved now.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
182,periodic-boundary-conditions,"how can we create periodic boundary Condition in modulusHi @big4085bossThe best way is to force the inputs to be periodic. With MLP models, there is a periodicity parameter that can be used to periodic inputs for a given axis. This is done by applying a sine/cosine function on the input coordinates which then forces the prediction to be periodic. An example of this being used is in the Taylor Green Example.If this doesn’t work and you need to use a loss function, there’s multiple ways to approach this such as using a custom node to compute the values on each boundary for the loss or even a completely custom constraint. This is a bit more involved.how can we define boundary condition for a line (0 , 2Pi) and we want go give initial condition at 0 its is 0 and from Pi/4 to 3Pi/4 is 1 and then till 2Pi is 0.Powered by Discourse, best viewed with JavaScript enabled"
183,could-not-unroll-graph,"I created my PDE and nodes like:But adding my constraints fail with error:Any suggestions on how to fix this?Hi @cpe.skThanks for your interest in Modulus.
Let me see if I can help you better understand this error:####################################
could not unroll graph!
This is probably because you are asking to compute a value that is not an output of any node
####################################
invar: [x, y, sdf, area, t]
requested var: [wave_PDE]
computable var: [x, y, sdf, area, t, u]
####################################The symbolic graph failed to unroll (for PointwiseInteriorConstraint as we see right under this print out); this tells you high level info here. What the input variables are, the ones that need to be computed, and the intermediate ones that can currently be computed…So we know that we want wave_PDE but we only have the quantities x, y, sdf, area, t, u (u is from your NN which is revealed below:Nodes in graph:
node: Sympy Node: wave_PDE
evaluate: SympyToTorch
inputs: [S, c]
derivatives: [u__t__t, u__x__x, u__y__y]
outputs: [wave_PDE]
optimize: False
node: Arch Node: wave_network
evaluate: FullyConnectedArch
inputs: [x, y, t]
derivatives: 
outputs: [u]
optimize: True
####################################Here we see 2 nodes: wave_PDE and wave_network. The wave PDE we want to execute to get output residual but can’t, so we take a look at the inputs / derivatives:
inputs: [S, c]
derivatives: [u__t__t, u__x__x, u__y__y]Okay, so we can likely compute those derivatives because we have u from wave_network with inputs t,x,y. The problem here is that S,c don’t exist, so the computation isn’t possible.Now that we know what the issue is, we can work on a solution.  In your PointwiseInteriorConstraint the geometry is providing x and y. And the parameterization=time_range, is providing the t. So what you should do is add the missing variables S, c to your parameterization dictionary. E.g.
parameterization={Symbol(""t""): (0.0,1.0),  Symbol(""S""): 1.0,  Symbol(""c""):1.0}For more info, a good example of this is in the 3 fin example where complex parameterization are defined in the geometry file then used in the constraint.Thank you very much for the professional and detailed explanation. I sincerely appreciate it. It helped me understand a lot.
I have a follow-up question in this case:
“S” is the Source function (five points producing a signal from the specified locations) in my case which is supposed to be:and “c” is also a function like:How can I correctly implement them? Please advise. Thanks again!If your S and C are functions that depend on x,y,t then you need to provide Modulus a node to connect between x,y,t and s,c.One option is to use the Node.from_sympy function. Theres a few example of this in the provided examples such as the turbulent channel problem.Thanks. What if I wanted to solve the 2D wave equation with a point source placed at coordinates (x,y), what is the best way to define the source point?The case I’m trying to solve is a 2D wave equation with a source point function that looks something like this:
f(x=xs, y=ys) = sin (4 pi f t)The difficulties I’m facing:At this point I tried solving a 1D wave equation with a time dependent source point placed at one of the boundaries and it was successful. However, with the difficulties I mentioned, I do not know how to proceed to parameterizing the frequency f or expanding to 2D with source points within the domain.
validator_u1481×412 45.5 KB
I hope I explained my problem well. Please assist. Also, please ask me for further explanation if I missed something.Update: I have looked at the example in Interface Problem by Variational Method — Modulus 22.09 documentation about using a Dirac function for creating a point source, but I don’t fully understand how to apply it to the wave equation class.Hi @cpe.skIf you want to add a source to the 2D wave equation / change the PDE, you’ll need to create a custom PDE class for your problem. This should be simple enough for the wave equations because you can copy the existing class and add your forcing equation into the definition of that equation. The DiracDelta function can work for a point source, although this may require having a constraint specifically to train on the source point.The 1D wave equation example in our user guide, you’ve been working with creates a custom PDE.so is it still possible to add another parameterization for frequency f in addition to time t ?Yep, should be possible from my understanding here. Granted training will most likely take longer to converge and you may need a larger model. Just add it as another input to your network and define a range to sample f from in your parameterizationThank you for your reply!
I haven’t tried parameterization for this example yet, but I’m trying to implement the source points and I got the the following error:My original attempt code is :I’m suspecting it has to do with sympy. Any suggestions on how to fix this?Hi @cpe.skYes, this is a sympy error at the light where you’re defining wave_source_outvar[""s_func""]. Is there are reason you’re using sympy math operations here, could you change things to numpy operations like np.sin(*)? I’m assuming you’re calculating an array of target values here. Best to avoid mixing numpy and sympy together when possible, as they can lead to complications.It worked! Thank you!
The 2D validator plots have a significant error value. I’m trying to change the loss function type and the learning rate to fix this. Do you have any suggestions for that?As for the parameterization I was trying to attempt, I thought about testing it for 1D first. As I added the parameterization for frequency. I got this error:Here’s my trial code:Any ideas on how to get around this?UPDATE: I managed to run the code successfully by changing the parameterization definition to:And then using parameterization in the interior and boundary constraints. This got the code running without errors, however, I’m facing two other challenges:Please advise.@cpe.skGreat glad you’ve got things running.The results got a lot worse. So, I’m not sure if I’m implementing the parameterization correctly.Yes, looks like the model is really having a tough time learning. Start with lowering your parameterization range and increasing the size of your model / training points. Get the training working for this simpler set up then start increasing your parameterization range.How to plot the results for different parameterization values separately? Is there a good example that I can start from?I’m not sure off the top of my head. If you want to plot more results during training consider adding a plotter object for your validation or inference constraint. The default plotter classes can be found here. This should allow you to create multiple plots to your tensorboard report. Worse case you can create multiple constraints for evaluation each with a fixed parameterization.Start with lowering your parameterization range and increasing the size of your model / training points. Get the training working for this simpler set up then start increasing your parameterization range.I lowered the freq_range from (4,16) to (4,5) and increased the training points. Unfortunately, the results did not improve. I tried other solutions like testing another architecture model, fused_fully_connected and I got:So I used this command from Issues · NVlabs/nvdiffrec · GitHubpip install --global-option=""--no-networks"" git+https://github.com/NVlabs/tiny-cuda-nn#subdirectory=bindings/torchand tried running again:UPDATE:
I also tried using another arch model, the multiscale_fourier and got this error:Can you help me get around this?
Thank you so much for your support.Hi @cpe.skThe Fused Neural networks are highly optimized but not as robust (from an installation stand point) as the other Pytorch models. It will require TinyCUDADNN to be built on your machine for your specific CUDA version. I would advise against using this if possible when just prototyping / testing.For multiscale_fourier error, what does your code look like for constructing the model? Seems its complaining about the frequencies parameter being an interger when it needs to be something like a list or tuple. Please have a look at the API documentation for guidance on model parameters.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
184,variable-kinematic-viscosity-and-density-in-conjugate-heat-transfer,"Hi,i would ask how is it possible to add kinematic viscosity and density based on the equations that allow to calculate their value.
In Conjugate Heat Transfer example these quantities are constant. But if i want to get variable quantities based on their equations?
What the idea of the solutions can be? Because these equations involved also the temperature of the flow so, i think, that is not possible to solve flow net first and then thermal net as in the example.Thanks for your help!Hi @tom_02Making these variables a function should be possible. Note that when defining a PDE, many constants in the constructor allow for either a numeric, sympy expression or a string (kinematic viscosity in the N-S equations included).E.g. in the sympy case: the idea would be to define a sympy expression for your viscosity, feed this expression into the N-S PDE, and then create an additional Node for calculating the viscosity (the from_sympy() function is designed for this. )What the idea of the solutions can be? Because these equations involved also the temperature of the flow so, i think, that is not possible to solve flow net first and then thermal net as in the example.I think here you are thinking of having a fully coupled system here (flow depends on thermals, we can avoid this due to the properties of the problem). If thats the case, I would expect the training of the thermal/flow model would have to alternate (train one NN for X iterations then train the other NN for Y iterations and repeat). This is more of a research topic, that would require some experimenting.
The initial state may be tricky.Powered by Discourse, best viewed with JavaScript enabled"
185,error-when-applying-k-e-model-to-flow-over-airfoil-problem,"Hello, I am trying to apply k-e model to flow over 2D airfoil problem with Re = 1e5.
I have encountered a error when setting up the wall function constraint.
I generated a geometry that is a little bit thicker than the original airfoil, trying to make the y+ = 30. Then I use this as the geometry in the wall function constraint definition, as shown in the following:Then I got the error report on this constraint, it is:I have tried changing the geometry I provided to this constraint but it didn’t work. Can anyone help me with this problem?Thank you very muchHi @TinsenLYIts a little difficult to tell the exact problem here, but from I can tell its most likely because the geometry module is failing to sample the boundary of this geometry.Perhaps you can try to isolate the boundary to verify and just call:And see if that works, if it does try adding the parameterization:If the first fails theres a problem with your geometry, if the second fails its the parameterization.Hi @ngeneva ,Thanks for your advice, I tried to comment the parameterization line and the code comes up with an fail unroll graph error. I checked the log and find that “normal_distance” is required for the nodes to calculate variables like “velocity_wall_parallel_wf”, “ep_wf”, “k_wf”, “wall_shear_stress_x_wf”, “wall_shear_stress_y_wf”.Then I provided the paratmer “normal_distance” with the parameterization.In my case, I don’t need the normal_distance to calculate the geometry for wall function, I read in airfoil points and use the polygon method to generate the airfoil geometry. I read in the airfoil boundary geometries that I to apply wall function directly. Yet I still import the normal_distance  with the resolved_y_start value, which is a constant.Could you please help me figure out how the parameterization result in an error shown above?Hi @TinsenLYSo both of the code samples I gave work?What is resolved_y_start here? Again its hard to debug this with the limited code snippet here. These numpy printer problems typically occur when some node/variable is not returning data. But its hard to say.In my case, I don’t need the normal_distance to calculate the geometry for wall functionYes this is correct. Its just that parameters are sampled with geometry which is why I wanted to verify the geometry was first functioning.Powered by Discourse, best viewed with JavaScript enabled"
186,cannot-run-the-example-in-bare-metal-22-09-no-module-named-modulus-hydra,"Hello,I am a beginner in deep learning and PINNs, and I have enjoyed using Modulus in the container. However, I would like to try it on the bare metal as well, so I can use jupyter notebook.I followed the tutorial to install Modulus on Ubuntu 22.04, but I encountered an error when I ran the helmholtz.py example:from modulus.hydra import to_absolute_path, instantiate_arch, ModulusConfig ModuleNotFoundError: No module named ‘modulus.hydra’I tried to change the version of hydra.core==1.1.1, but it did not help. I am not sure what went wrong during the installation process. Could you please give me some advice or guidance on how to fix this issue?Thank you very much.Hi @gptkzmThis looks like Modulus was not properly installed fully. modulus.hydra lives in the Modulus package. So I would double check your Modulus install.Hello,I have a similar issue using Google Collab. When the code is inside a python file and executed by command:!python example.pythen it works. When I put the code directly into the notebook, then I have the error:ModuleNotFoundError: No module named 'modulus.hydra'There is no error during modulus installation.Hi @mateusz10Where did you install from (what repo did you clone)?I cloned the official repo (I guess):@gitlab.com/nvidia/modulus/modulus.gitIt is the same version number as OP’s.Finished processing dependencies for modulus==22.9@mateusz10This error is because it seems Modulus the package is not completely installed for some reason (not necessarily related to the dependencies). I would check the installation location of the modulus package to see if all the files are there.Can also check other imports such as from modulus.key import Key works. If this also fails, Modulus is not installed.Other imports also fail. But what is strange for me is that Modulus works when I execute it from a python file.I checked the installation location:/content/modulus/build/lib/modulus - correct me if I am wrongand get the following structure. Looks like Hydra is in there.I found the solution, which is restart the Runtime :-)I have the same issue here.File “helmholtz.py”, line 4, in 
from modulus.hydra import to_absolute_path, instantiate_arch, ModulusConfig
ModuleNotFoundError: No module named ‘modulus.hydra’However, when I run python 3.8 and runfrom modulus.key import Keyit works.Any ideas?@wolkerstorfergloria whats your environment and what version of Modulus are you using?Powered by Discourse, best viewed with JavaScript enabled"
187,parameterization-with-many-stl-files,"Is there any way to use different .stl files for different geometries during the training process and as a result have a network that can accept some discrete value that represents each geometry as an input? I have seen all the tutorials in the Modulus documentation but they either use a geometry built from CSG primitives only or a gPC approach without the parameterization.I don’t know for sure as I haven’t messed with it myself yet, but this is something I’m interested in as well. Looking at tesselation.py leads me to believe it’s possible via the parameterization input. How that’s used and what it’s used for I’m not certain on. I find the documentation and search to be difficult to navigate and find what I’m looking for, but here’s the option as seen in the source code.
https://docs.nvidia.com/deeplearning/modulus/modulus-v2209/api/modulus.geometry.html#modulus.geometry.parameterization.ParameterizationHi @gorpinich4Have a look at the parameterized tessellated geometry example here. If you can represent the different STL files as some sort of parameterization (that would perhaps be an input to a neural network) this should be possible.Hey @npstrikeI find the documentation and search to be difficult to navigate and find what I’m looking for.Thanks for the feedback, this is very useful. We are presently evaluating the documentation (we’ve just recently moved to this new system) to look for parts where we can improve. If you have any particular pain points (e.g. search doesn’t work well, structure is cumbersome) or any ideas for improvements we are always open to input from our users. Thanks!My apologies for being non-constructively critical, I appreciate your professionalism. There is one thing in particular that I seem to be struggling with regularly. I know there are documents that cover and explain the various classes and components of Modulus (e.g. tessellation.py), and I tend to look for those under the Modulus API portion of the side bar.
For example, if I’m looking for what loss values are available for the hydra configurator out of the box, I may find my way to this file via clicking through the Modulus API docs,
https://docs.nvidia.com/deeplearning/modulus/modulus-v2209/api/modulus.loss.html
However, what I’m really looking for is this, which is more difficult for me to navigate to, part because the search function seems to apply to all nvidia products (until the modulus filter is applied) and even then doesn’t seem to always get me to this page.
https://docs.nvidia.com/deeplearning/modulus/modulus-v2209/user_guide/features/configuration.htmlAs I’ve been writing this response, I’ve edited this last section many times. It took me a minute or two to find the second link, but I think I’ve identified my source of confusion. The documentation I’m often looking for appears to be under “Modulus Features” rather than “Modulus API.” To me, ‘Features’ makes it sound like it would contain marketing material rather than technical use documentation and so I don’t naturally check there. As a user, I don’t fully understand that title, or how it’s contents are intended to be different from the “Modulus API” section, but I think if the relevant docs were cross linked between the two different sources, or the naming was tweaked it may be more intuitive to me.When I skim the side bar I categorize the sections under two categories: topics intended to help me learn the platform, and secondly, reference docs (i.e. Modulus API). Perhaps this was a bad assumption on my part.No worries, this is very useful for us. Thank you. I agree the search currently leaves much to be desired. I’ll re-initiate talks with our docs team to see if it can get fixed. I’ll forward the rest of these comments to our team for review.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
188,how-to-create-a-digital-twin-with-only-data-driven,"I have made a set of simulations in ansys fluent where I parameterize two boundary conditions (entry and exit velocity)
of a 3d case. How can I make it so that with this set of simulations I can train a neural network (only data driven) on Nvidia modulus to be able to generate new solutions from the training data?
My goal is to create a digital twin from only data obtained from simulation and/or experiments.Hi @matiyanezYes, Modulus does allow for physic-driven, hybrid, and data-driven training. An example of a pure data-driven problem is the Darcy problem which has image like data.
For point wise data you can use the PointwiseConstraint.from_numpy() where you can feed in a set of numpy dictionaries to train from. This is used in a couple spots of our examples such as the three fin heat sink which can combined with other physics-based training constraints.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
189,automatic-differentiation-in-pino,"I was going through the documentation of Physics Informed Neural Operator (PINO) on Modulus Sym Guide page
https://docs.nvidia.com/deeplearning/modulus/modulus-sym/user_guide/neural_operators/darcy_pino.htmlThe following block explains approaches for evaluating differential operators for residual computation in PINO.Defining PDE LossFor this example, a custom PDE residual calculation is defined using the various approaches proposed above. Defining a custom PDE residual using sympy and automatic differentiation is discussed in 1D Wave Equation, but in this problem you will not be relying on standard automatic differentiation for calculating the derivatives. Rather, you will explicitly define how the residual is calculated using a custom torch.nn.Module called Darcy. The purpose of this module is to compute and return the Darcy PDE residual given the input and output tensors of the FNO model, which is done via its .forward(...) method:Is there a way to implement automatic differentiation (AD) in PINO with modulus? Or do I need to write a custom “if-block” inside “forward” function of “Darcy” class defined in
https://docs.nvidia.com/deeplearning/modulus/modulus-sym/user_guide/neural_operators/darcy_pino.html  to incorporate AD in PINO?Hi @shubhamsp2195The exact method built into Modulus uses partial AD with Fourier derivatives in the latent variables (this is the method proposed in the original paper). FNO / PINO is not like a point-wise model like many of the other PINNs models in modulus. So full AD does not work the same here. Could be possible however, we have not tried.Thank you @ngeneva for the information.Hi @ngeneva
Can we run PINO without data in modulus? The “Fourier gradient method” has been implemented in the following manner for Darcy problem in “darcy_PINO.py” file.This code includes “u” which I believe is being read from the dataset using the following code snippet.Is there a way to train PINO without data in Modulus Sym?Good question @shubhamsp2195Yes and no.From our testing, we found PINO did not have very good performance without data. Hybrid learning worked the best. But you could certainly try. There are many papers in the literature that achieve this.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
190,super-res-net-does-it-include-generator-and-discriminator-or-only-generator,"Dear all,In the documentation of the super_res_net, it is written that the code is based on the implementation of this github page (GitHub - sgrvinod/a-PyTorch-Tutorial-to-Super-Resolution: Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network | a PyTorch Tutorial to Super-Resolution).
This github page has two architectures SRResNet and SRGAN.
The SRResNet  has only generator and the SRGAN has generator and discriminator.I am not sure of the super_res_net in Nvidia Modulus included the discriminator as well in the architecture or not.Thanks in advanceHi @omarkhaledsallamSRResNet inside of modulus is just the generator (convolutional decoder) architecture designed to bring a low resolution image to a higher-fidelity one. Some documentation on it can be found here and an example that can use it can be found here.Thanks for your reply,Does the Pix2Pix include both generator and discriminator?ThanksThis topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
191,problems-installing-the-pysdf-library-with-the-bare-metal-installation,"I am having problems with installing the PySDF library with the bare metal installation. It seems to install but when I very the installation it says that there is an import error.ImportError: libsdf.so: cannot open shared object file: No such file or directoryFor example when I install the PySDF library I get this output which suggests it was successful:

image1156×703 40.3 KB
But when I test if the library is installed correctly by running the aneurysm example I get this error:

image1422×445 29.4 KB
Or if I try and run the PINN that I built that uses STL file import

image1422×445 29.4 KB
If anyone has any idea how to help that would be much appreciated. I feel like I’ve maybe made a simple mistake somewhere.Thanks,
BenHave just seen that if using the SDF library with the bare metal version a Nvidia driver of 465.19 is required.
I am using google colab with a driver of 460.32.03. So I am assuming that this is the root of my issue.I had an error that pointed out to a bad gcc command. Installed gcc in the environment and it didn’t work. Installed cxx-container and it pysdf install was successful.Hello, unfortunately we decided to pull the pysdf support for the bare metal installation because it became too cumbersome to maintain. This is reflected in the installation instructions. If the tessellated geometry module is required then we suggest using the Docker image. We are pushing now to have pysdf released as a separate library but don’t have any release date for this. In the mean time we are looking into a slower fallback option when pysdf is not installed.Hi cabj, can you tell us how you did it?I tried to install pysdf in my own docker Modulus 22.09 using the prev 21.06 version and egg mtd according to:https://forums.developer.nvidia.com/t/pysdf-error-in-modulus-22-03/211327/6andhttps://forums.developer.nvidia.com/t/modulus-22-03-bare-metal-installation-no-module-named-easy-install/210970The 2nd mtd seems to work but I still get errors:Maybe your mtd can work.don’t know what you did. But if you can import pysdf.sdf there should be no problem. We were running the bare metal with tessellation for 6-7 months. Now we have switched to Apptainer.Powered by Discourse, best viewed with JavaScript enabled"
192,modulus-v22-03-docker-container-mpirun-issue,"Hi, thanks for your attention!
When I load the Modulus v22.03 docker container and want to run with multiple GPUs by mpirun -np 4 python ldc_2d.py, I met an issue as shown in the figure: mulitple process will shown on rank 0.

image1398×502 38.6 KB

Do you know the possible reason? The environment works well with Modulus v21.06.
Does anyone successfully run with multiple GPUs in Modulus v22.03 docker container with mpirun?
ThanksThis will make simulation hangs in there. Is this expected?
Any comments on how to solve this issue are appreciated?
@TomNVIDIA @ramc
ThanksHi @Shen666,I am hoping @ramc can help, as I am not a technical resource for Modulus.Thanks @TomNVIDIAHello, so the multiple processes on GPU 0 are expected. Can you post an output of where it hangs? We have not encountered this before. Does it run fine on a single GPU?Thanks @ohennigh. It runs fine on a single GPU.
For multiple GPUs, I run with mpirun -np 4 python ldc_2d.py or any other examples, it hangs after print [step 0] loss.

image1920×1102 266 KB
I’m suffering from the same issue. When I tried to run fpga_flow via mpirun it hangs right after the first step.Furthermore, after training it with a single GPU, I tried to run fpga_heat via mpirun and some error occurred. I suspected that it is related to the find_unused_parameters option in DDP, so I edited it to be False within continuous/constraints/constraint.py. At first glance it seemed it works as I saw all GPUs were being used through nvidia-smi, but the problem is that the training is not accelerated at all - at the same speed as a single GPU.Thanks @sy0319.kim for your experience.
@ramc @ohennigh This seems to be a common issue. I suggest you also test using NGC. Please let us know if you have any suggestions on the MPI hanging issuesWas this issue resolved? I am stuck with the same problem running 2 Quadro RTX 5000s. Running the examples with a single GPU works fine but whenever I try to utilize both using mpirun as explained here, the program will go through the first step then stop, leaving each GPU at 100% utilization indefinitely until I kill the program.Experiencing the same issue that the fpga froze after step 1. I am using the modulus 22.03 container.It turned out that if you turn off the validator,   the program will continue running.It is suggesting that there is a bug in validator whey applying multiGPU.Follow up with anyone running 22.03.There was a bug for FPGA multi-gpu that is related to the validator confusing DDP, as @yunchaoyang pointed out in 22.03. This has been corrected in 22.07. If the validator is absolutely needed in this version, you may want to try setting requires_grad=False to see if that fixes the hang or shut if off during training.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
193,gpu-compatibility-with-nvidia-modulus,"I am having a runtime error message with CUDA out of memory. I want to verify that the GPU chip is compatible with this software?
69757550403__2D5B2C33-14AE-4066-9E91-80E0CC5470361920×2560 307 KB
ThanksHi @isabella.hillmanThanks for your interest in Modulus. If Modulus (more importantly PyTorch) runs at all, then its theoretically compatible. However, Modulus requires decent VRAM (all deep learning does). If you do nvidia-smi this should tell you more information about your card installed.If this is running on a laptop then I would suggest looking at running Modulus remotely on a cluster. Maybe even a collab notebook. In our install notes there are some lists of GPUs we have tested for which can guide if your hardware is likely to be sufficient.Thank you @ngeneva for your response, which cleared up some questions.
I am still unsure if the Graphics listed in the above image as “NVIDIA Corporation / Mesa Intel Graphics (ADL GT2)” falls under any of the categories listed in the recommended hardware portion of the installation documentation.
As well, a common suggested change I found is to decrease the batch size. What would be the easiest way to implement this change in the example files? Can I directly change them in gitlab?Hi @isabella.hillmanYou will want to edit the config file for the example of interest on the machine you’re running on. Its a YAML so any text editor / IDE should do the trick. Once changed just re-run the example as you normally do and it will run with the updated settings.Powered by Discourse, best viewed with JavaScript enabled"
194,encountered-torch-tensor-shape-issue-when-trying-to-solve-a-transient-problem,"Hi,
I am interested to simulate a problem where I am applying an time varied extension at one end of the body and trying to visualize the stress generated as a function of time on the same.The following is my code for the same (using inbuilt Linear elasticity problem):But I am encountering the issue below:I don’t understand the error well here, like what is the error telling me to do? what are “a” & “b” here?  Though I dont face any issues in solving the static problem, thus making me curious why is this happening so in transient problem? is because of the introduction of time axis?Thank youHi @nihalpushkar11Looks like you’re failing to load a previous checkpoint:Perhaps you updated your model architecture so the previous checkpoint is outdated? Try renaming / deleting you old checkpoint and restarting the run.hi @ngeneva,
Thanks for the reply, deleting the same resolved the issue. But now encountered a new problem, the loss function is reaching Nans:could you please help me out with this, also please let me know if you need the scripts required to obtain this error, I would be happy to share it with you.Thank youHi @nihalpushkar11Unfortunately nans are quite more difficult to debug. I would suggest trying to single out which constraint is causing this issue. Once that’s identified then you can start to debug why this would be the case. It could also be something with the hyper-parameters your using, your loss calc, etc. Best of luck!sorry for not mentioning earlier, i have resolved the issue by enumerating the constraints and isolated the error segment 2 days before, thanks for the  reply.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
195,quadpy-now-requires-license,"I am working on a proof-of-concept demonstration project using Modulus, and am running into an issue with the quadpy package required for my use case.quadpy now requires a Sigma license, and now it checks a license server whenever the module is imported. This is hampering my development efforts due to our system restrictions. It will also make it more difficult for me to generate interest in the commercial use of Modulus going forward.Have any solutions been developed for this issue?@matthew.t.gillUnfortunately not at the moment. As you know this was originally developed when quadpy was free. We are not currently and don’t plan to develop this variational examples at the moment. We leave it to the user for quadpy access.Understood, thanks for getting back to me!Powered by Discourse, best viewed with JavaScript enabled"
196,how-to-define-2d-polygon-with-arbitrary-number-of-points,"Hi:
I wish to define 2D polygon with arbitrary  number of points (around 20 points).I wish to ask which option is better:
Option 0. Create a user-defined class to import 2D stl file.Option 1. Create a user-defined class of Polygon using sympy with exact signed distance function (SDF), first calculate the distance of an arbitrary point (x,y) to each line segment in the polygon, then use Sympy Min to obtain the minimum distance.
I tried this option, although Sympy function looks correct, the lambdify of the Sympy function will create a very ridiculous sdf output.Error executing job with overrides: 
An error occurred during Hydra’s exception formatting:
AssertionError()
Traceback (most recent call last):
File “/opt/conda/lib/python3.8/site-packages/hydra/_internal/utils.py”, line 252, in run_and_report
assert mdl is not None
AssertionErrorDuring handling of the above exception, another exception occurred:If I were you I would start from scratch. I have a code that is very close to Modulus but does not use sympy. I manually apply SDF, importance sampling, and other things. Here I get the freedom to use my own data points as the initial sample.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
